,0,1,2,3,5,7
2000-12-29,29.262571908402165,26.37767029988094,23.033739249876227,16.0003526924499,23.39120774929782,17.45258112450935
2001-01-31,28.006580322521312,27.966103038246377,24.398843149976237,14.997606049389693,23.156107030000516,18.988975112381542
2001-02-28,26.432976220166555,25.495440513491648,22.432857017177565,15.06235791740121,19.463096438157116,16.931821523942393
2001-03-30,25.56282706057452,23.663229965889705,21.21391549624547,14.421376325201921,17.20632215993255,12.87636811434176
2001-04-30,26.94505525480516,26.135124541800717,23.427580175615475,15.434822326000347,20.41546881992431,17.324262887097152
2001-05-31,27.42546864507472,26.7658629318129,24.048126972088777,15.614332548124677,20.959634084802012,14.38856244785785
2001-06-29,27.02474925286083,26.686316062315885,23.33610854703001,15.369082243960996,20.469472111495858,14.92825191782457
2001-07-31,27.172789923974822,26.199558300922895,23.59580372335782,14.623648443211337,19.88427994254849,13.923797027362026
2001-08-31,25.351642682617534,24.425941351798844,22.508079269003765,14.673323733851593,18.385759177558967,12.663297585406301
2001-09-28,24.15473065820929,21.934597693931224,20.20175795659644,13.893121607823305,18.46605717354544,11.616107636232265
2001-10-31,24.357429564631566,23.512801382953036,21.11430262522328,13.705591202804245,17.59855249783921,10.891793745956367
2001-11-30,26.14854839007916,25.438155705071104,22.373142918809297,13.867374559267565,18.372900992437735,11.849174883782986
2001-12-31,26.44381686766012,25.856140139565042,23.403937678190502,14.432587736048037,19.68465890860613,11.976165725511242
2002-01-31,26.659080534140987,25.248568065437226,22.959043460773174,13.957977040663712,18.673645048361582,10.204114718746156
2002-02-28,26.960443022689194,24.252250856229683,22.992265002744688,14.1513186693684,18.01724812396848,9.330648887421207
2002-03-28,27.365436273454563,25.899633325948447,23.89074542601027,15.0858280869041,18.60176792241333,10.876728768159023
2002-04-30,27.058726452295364,23.883324679372535,22.465868037124302,15.121022427192639,16.75862628033162,9.762454351753277
2002-05-31,26.986639532650912,23.66877169757876,22.249647716487637,14.88841552478167,17.148736154653534,8.242683716846527
2002-06-28,26.28310042552882,21.805737429963557,21.091829598150643,14.410576655545803,16.116855140415606,7.59552389260593
2002-07-31,24.196286080960068,19.758200954124074,19.31337767547597,13.41645501316908,16.25708297633255,6.879193456466299
2002-08-30,24.025671365419115,20.34489267257377,19.46798287886622,13.746819412516972,16.587730799060253,6.986159688908741
2002-09-30,22.533411272322226,18.2470325743015,17.72486033667956,12.625483536165437,15.98868210133663,6.569646283992318
2002-10-31,24.136578770229725,20.84669555089698,19.412803692289746,12.706330465368648,16.374948815615795,6.180513542199066
2002-11-29,25.28793008967326,22.17708130753905,21.12783150087673,13.198853605928685,15.963731509426962,6.878346049802296
2002-12-31,23.43725949193668,20.45454931323458,20.02215074620212,13.521916117166363,15.183060736251912,6.8619231854715395
2003-01-31,23.127139666100682,20.026529049157197,19.30080957409724,13.096242477991696,15.145337581936468,6.941051208070937
2003-02-28,22.262416670198977,19.818137395001845,18.977820195009343,12.912812362280436,15.136715369931217,6.945765913576378
2003-03-31,23.22484164670817,20.24160508847266,18.78225803519301,13.258069544111526,15.303078817484314,7.3854955260877215
2003-04-30,25.374065821205367,22.092831265805437,20.240242243943836,14.093961057946968,16.584900580161452,7.831207260306637
2003-05-30,26.976649497697043,23.113571341191083,21.61798538687493,15.272994584056278,18.05518991252613,8.304259760713933
2003-06-30,26.96178436264013,23.76057117474436,21.89666891816524,15.514637960861833,18.120189877957582,8.562645047395085
2003-07-31,28.72465224400822,24.732208254896666,22.719985598285916,15.441178251095161,18.543370580573274,8.548528338523258
2003-08-29,29.230338117837686,24.666575946454593,23.670524274358257,15.813344374305878,18.718824179325782,9.292324968848666
2003-09-30,28.908051261871574,24.811197707897023,23.346208051308206,16.120740659358106,18.654358320979018,9.30990501086403
2003-10-31,30.969881860040246,25.897203923537827,25.021141834584476,16.606438158591217,20.61791044600879,10.150884709696303
2003-11-28,30.787233664369673,25.751168551169997,25.41440046153568,17.04202323684018,20.871247730546276,11.042703454030868
2003-12-31,32.254802052134494,26.982594153010297,26.406176186291535,17.685860841456886,20.96276702762454,11.614055546846982
2004-01-30,32.584014853323836,27.488146650080726,26.860108271737744,18.02086206616639,22.240497928212353,12.26003337919124
2004-02-27,32.71934637355057,27.69219082117203,27.05375823641258,18.401996749603367,23.094940249972975,12.64587773620464
2004-03-31,32.40267338135277,27.53680513849021,26.94923433903648,18.847234517066337,23.47897847637828,13.242531123375024
2004-04-30,32.49052720536799,26.870194007893414,26.29304388774362,17.53939158907654,23.860258636753397,13.028734530237227
2004-05-28,33.433976774654006,27.079009469985163,26.56144398628127,18.15695974066244,24.306388404321392,13.475780820781942
2004-06-30,34.45080897322443,27.60084002025589,27.434587932715026,18.616041108433986,24.324398175439853,14.896402054534432
2004-07-30,32.09977930357969,26.50583928613706,26.444504717810375,18.705055199474938,23.370135664550766,14.922901931068713
2004-08-31,32.30257628856973,27.122902467985657,26.147896882473603,19.528949028788684,23.396590792766695,16.102422724901967
2004-09-30,32.99380440067661,26.654623778347013,27.21777731015925,19.659363135019447,24.48679846102605,17.23168262930205
2004-10-29,31.548639625663032,27.20083942385733,27.822686994750462,20.60346978422152,26.47306584027033,18.31753582357589
2004-11-30,33.43636314390513,27.7828922490008,29.648319791501343,21.414058301189556,27.96779256928971,21.60459724715999
2004-12-31,34.830300001760754,29.009551220216967,30.732103483763808,22.139126737468334,29.17226374515504,23.537771286954424
2005-01-31,34.51785189209918,28.770919902800628,29.302288240592574,21.481451819837,28.32877028027269,19.927872018650927
2005-02-28,34.421391766040415,29.039472588743553,30.197378004537907,21.941279174965,29.064570327927026,20.309811919559152
2005-03-31,32.94924932760749,28.16050947165445,29.428454046951476,22.016834816981454,27.594082088330005,20.18639106985778
2005-04-29,31.749055036336483,28.37005028436579,27.80606472842918,22.600046426096142,27.72607622188742,20.992669560160532
2005-05-31,33.36184796005987,28.97361267590129,28.802506633033445,23.069026263741875,29.1406035202436,24.224750746273575
2005-06-30,33.47018466448172,28.429414875557196,28.852464235513427,24.346251192506593,29.51500662110687,23.640145103405924
2005-07-29,35.90691124916216,29.15747633263002,30.887880780177277,25.511424983770855,30.945450967022893,25.20271848117683
2005-08-31,35.19869284129283,29.16422502914802,30.881124746780444,25.299136286030965,30.499712544302962,27.87597508309705
2005-09-30,36.05240495648813,29.612720058817064,31.362604628498957,26.15217651153524,30.675191009793856,29.383269999555946
2005-10-31,35.31585828472061,29.71234102193572,31.15857664233337,25.072493368969038,31.261686632248928,28.29990476172549
2005-11-30,37.444484524372335,31.550632160610448,32.90002428634335,25.84191103613107,33.64332903917175,28.222562114150264
2005-12-30,37.448831450396845,31.55118302503055,32.64851672847814,26.10049289038086,33.57889415946194,28.479436538096113
2006-01-31,37.41878752028442,32.16989665693865,34.62117173753027,27.455012562168076,34.51246808915636,29.48995491481299
2006-02-28,36.8459478077473,32.23017705012101,34.46009042527129,27.974948598675322,35.602579401927606,28.516968544267677
2006-03-31,36.92856769336933,32.709129648035514,35.59472868349041,28.276588253293685,38.147704677705526,29.81929523154167
2006-04-28,36.663672143795964,33.774757121685205,36.44451650437737,28.26622772880778,35.95347727458888,30.834929524411212
2006-05-31,35.64094755443312,32.34915615522622,35.22793875870619,27.545910150152494,32.71195953437982,28.035736584389014
2006-06-30,36.13856122920307,32.273071001905244,35.398183831421775,28.407322001851522,32.88606992406143,28.772015436575177
2006-07-31,35.08212706165741,32.74081458307851,33.91302843565627,29.431806603829564,33.280524595957196,28.83545938131459
2006-08-31,36.436563699308955,33.56564883684624,34.19397185581437,30.558403235663697,35.00444407251896,29.974051631326997
