,0,1,2,3,5,7
2006-09-29,37.57376342676623,34.99684768689068,35.00451507051971,30.648444080975924,36.9098425384155,29.25362275330105
2006-10-31,39.03833727846577,36.22427054143128,36.302423901028455,32.38347148670174,38.71460085828443,31.137161315690573
2006-11-30,40.13178444826233,36.54115619875544,37.47622785630283,33.639751570120126,40.3664988672766,33.62338323328113
2006-12-29,40.670330325713586,37.77911129264431,37.21361355173664,33.8040843370463,40.18854106206066,32.75881093747623
2007-01-31,40.74866346721337,38.29654057712138,38.7033994625446,35.49502120446433,41.46135147905932,35.17981105999978
2007-02-28,40.3964865296962,36.81176349510286,38.4196613449866,35.6356375342593,39.72055776326796,33.48538169919717
2007-03-30,40.80780348500044,37.10302887322414,38.98571316852558,35.90391755562869,38.97453118421672,32.57448087064792
2007-04-30,44.5777629159927,39.18942055953688,40.8093077775684,36.627584137830354,41.08803863502498,34.32439611468821
2007-05-31,46.75718919411503,40.54028703534369,43.100775029075834,36.898395494760216,43.589360198270036,36.413274100939354
2007-06-29,46.00499088271486,39.3616165699341,42.961988038685355,34.596796072123354,41.878120228875495,36.233114548718206
2007-07-31,46.33895289563171,38.274217962028075,42.60944306095424,32.702960450049616,38.1905180933513,33.55238303012717
2007-08-31,47.063412637991114,39.170932798747934,43.22466278536761,33.66186465805399,35.8081782427977,35.33187879102606
2007-09-28,50.131807655712365,40.80514478410427,44.61165983254036,35.215347016136064,36.84568068179298,37.68899802681736
2007-10-31,49.2051616264529,42.696362222675155,45.009054248603526,36.94782585020576,36.95903091763556,38.345335404418066
2007-11-30,48.704446037339416,40.04721321224589,43.17890965014171,36.13323966548353,36.2874672422424,37.38324124145963
2007-12-31,49.14273405600736,39.43475462357017,43.35962269907793,35.29732578875997,34.46062412583247,37.87284750701577
2008-01-31,45.50286453972187,36.48253546283777,40.81834994605268,33.638385966560165,31.55714561751313,33.73982524615536
2008-02-29,42.40873409905047,33.79861799839472,40.72100962157222,32.437541532667396,31.52938231383433,30.666475446612473
2008-03-31,42.36872943707479,34.177188167066916,40.97351870253007,33.163170319189014,29.85946680736914,30.515750905851938
2008-04-30,45.010671358346755,36.443693900900456,43.54338188144579,35.11121679949969,32.256257981131434,34.658116921893914
2008-05-30,44.73826112799244,36.46192931823306,45.24424017311609,35.889049720674684,32.250470747678214,36.842088785070445
2008-06-30,40.31522885316325,32.45428280213085,41.279776104210065,33.76969368039085,30.516238360951625,33.78206977256468
2008-07-31,40.366086836615466,34.22452855059099,40.89161673403127,33.720134659609926,31.16447014118604,33.48718740729499
2008-08-29,41.81408116838087,34.52182529787283,41.30876364733629,33.93336082055479,33.2724852019723,34.291194212123855
2008-09-30,37.41829729109557,32.16858421659687,36.31755581444157,32.273473849924805,27.769121194627544,31.625352210982793
2008-10-31,31.992426604218693,26.298345956776462,27.623710662082477,26.192060705718273,22.828296532850583,21.726744792081544
2008-11-28,29.02180565626485,22.873888173669496,25.904352081903262,25.10664141584354,21.236989613539475,15.772606984191338
2008-12-31,30.83952158196815,22.519243722169552,26.655722920207765,26.006573714307862,21.27446221863114,18.38891285323616
2009-01-30,30.109506324215452,19.89581973873572,24.319986780576567,24.028361510259565,20.607610089548444,17.883887471230143
2009-02-27,28.178430535697167,17.992522015040052,22.00375018251882,21.296709854093564,19.841422461706284,14.269859108283017
2009-03-31,30.602846722045722,20.294424920282136,23.86495520133466,22.421906147082314,21.992062249909324,15.877736756237447
2009-04-30,32.81469540986307,22.75166517492149,27.907747465548315,24.242244396521073,26.634479891349475,17.70083797587791
2009-05-29,33.24864012161094,24.56552879682966,28.78507040782748,24.947465036995354,26.368825772062927,18.56354500708721
2009-06-30,33.78515004652169,25.137093989246633,28.255629833904816,25.2976624719145,26.644931163910655,17.427277734912735
2009-07-31,35.168788868493436,27.488228682845214,31.479531920046394,26.674555233639204,27.33808598267961,19.030091439994834
2009-08-31,35.49106184127087,29.051614467828763,32.490201228839894,27.454861769108703,28.208333840907606,21.153929556489715
2009-09-30,37.595193346217606,30.33748315392961,34.28204109811909,28.66939388415574,25.27866249630624,22.161321435280808
2009-10-30,40.547884567939455,29.797129700156766,33.77292822215468,27.630403670691198,26.864180441010415,22.764132233576877
2009-11-30,44.412002758158415,32.02103188955051,35.92145997986755,29.4430790935361,27.536248664165445,23.50273818456888
2009-12-31,44.52145159557301,32.652095656834234,36.93406207470727,30.77625699991622,29.393002150528652,25.706166593579443
2010-01-29,42.95808248312097,31.04864113041107,35.61956473680692,29.180477878076257,29.415589445009047,24.403065132577133
2010-02-26,42.951069920836346,32.27154204282278,37.604239704279465,29.680976833688916,29.582873149787453,26.539604684036025
2010-03-31,46.448161943596986,34.572126719435786,40.135285867330346,31.27992020488559,31.97709662843978,28.10731586099249
2010-04-30,46.939819052206346,35.278307610490536,41.982392544296445,32.952410836180476,32.84419934493791,30.026873069329987
2010-05-28,43.572997517499175,32.136856374255515,38.95743969579461,31.482518974280833,30.677939533942734,27.041973657322288
2010-06-30,40.233247996934594,30.471120340908698,36.40650715613238,31.025084407557117,29.542108158382916,25.260392243409182
2010-07-30,42.870834546433336,32.624078431918214,39.69681619554454,33.35866749850819,31.228272198263635,28.419463465325713
2010-08-31,42.87727854378146,31.387126492451298,37.59112681180337,33.63281705554264,29.600821780830664,27.475618127414194
2010-09-30,49.01998521786038,34.612827696688704,41.9388891916427,34.925595865801874,33.971382006126944,30.004360746921105
2010-10-29,51.086214372184116,36.040112335077986,44.1915335810573,35.44296990368312,36.92962629207531,31.888240459921366
2010-11-30,52.453494057869605,36.175070428346196,45.49873332119778,34.84668149815033,36.79610617321749,30.98754048333209
2010-12-31,54.726787781274474,38.480891765493695,49.03834024809615,36.06259744273065,37.307002067982694,33.36939079361263
2011-01-31,54.14939742564141,39.65735734101768,51.0501347364671,36.50848357205261,37.86644740909328,34.80950008110848
2011-02-28,55.845333846500225,40.771923957331246,51.985703775915425,37.66935859781646,39.253233277563936,36.31813457449641
2011-03-31,57.11899837609619,40.86629878952335,53.25687816943353,37.6319188841908,40.43541373450056,36.379410377769965
2011-04-29,60.69761595394064,42.00592483342044,54.53438970555777,39.187816161948966,42.98186203909008,37.2659230730207
2011-05-31,60.63223858817977,41.57695963450202,53.16006692828084,40.06759843876346,43.70821202186754,36.62581809848765
2011-06-30,61.10505733491077,40.88874559643104,53.01009223305217,39.29146684884636,43.6964825949278,34.2754982078345
2011-07-29,62.26701097914152,41.206789718344425,51.15698455240322,38.9996602193521,41.65086634515892,33.7964678658949
2011-08-31,60.34404746145347,39.70218019069955,47.437493091607706,39.28582761608432,41.305198809651394,30.25485350524391
2011-09-30,59.10196831911003,36.690754982063076,42.752190979527455,37.15153784229428,39.79865880891489,27.52174886272982
2011-10-31,61.399035030334815,40.197806359404254,49.30615976973523,40.39000301340666,43.51478625182263,31.876045310171705
2011-11-30,59.24397735091212,39.425228082589406,50.06791157155015,40.359765882578785,44.17072724053571,32.37836260953867
2011-12-30,57.69347954780295,40.23949749990293,48.83330325078253,41.68782121292499,45.111678293906635,32.329105019502904
2012-01-31,60.93640911471554,43.715296576395005,52.666744060734864,42.429097673558786,47.84544215207636,35.43971100786316
2012-02-29,60.522117587456364,47.342027324693916,54.941268524976586,42.39598465864648,49.50061673386015,36.26402534907973
2012-03-30,64.30874040798047,50.606553184238855,55.98766973240777,43.69106775718492,52.09314365828847,39.01364573268404
2012-04-30,67.94695609005744,50.33484387070309,55.827779214878404,44.8406008850636,54.0088411842944,39.37176551417716
2012-05-31,64.29381012520419,46.339746059228126,51.70374597702971,43.84097333709172,49.588973854365214,35.405490803321584
2012-06-29,67.72856147174178,48.12629692412151,52.68411857939378,46.2608973031353,48.79896070712783,37.73540969734267
2012-07-31,68.60491441903375,48.70781648591874,53.072563622030025,47.02213165256142,49.917599719771054,38.43790612933159
2012-08-31,71.37059547322656,49.87938840296223,54.22710495070829,46.0788627240244,51.54515663146706,37.74183673437575
2012-09-28,73.18477774604057,50.60217909504277,55.78856243134429,46.349493989025426,53.724432317384164,39.51246622435473
2012-10-31,70.10886079675971,48.9592035882212,55.59494795261915,46.8881945492155,53.86669246374002,39.43487828421513
2012-11-30,72.74459772067966,49.7220686105908,56.411105784892925,46.10822129902125,54.20819230092325,39.57559824411515
2012-12-31,72.35213981878258,48.97139302766751,57.6766287214953,47.102999877890525,54.768103849855585,41.05984755083677
2013-01-31,76.09975608383928,50.421895435860755,61.92554166457939,48.56531027634843,57.497338643795125,42.63102628987796
2013-02-28,76.70660935766075,50.80221014712004,62.24705188554113,49.07205525332723,55.0978162091949,42.04827817391678
2013-03-28,78.92867881821509,52.215036147428215,63.69599676093009,50.75935450193593,58.33374007512311,44.21126401804689
2013-04-30,78.74499657679766,53.384513619462524,63.87881954497488,53.621089657754865,60.163959799960445,45.45766537515173
2013-05-31,81.36221459030325,56.16811728935188,66.83339943026951,50.69344265169069,61.669895555033676,43.1865430672225
2013-06-28,82.6982821888044,54.87816832479456,64.97334794506513,50.411065270991436,61.34031993883256,41.24369444563221
2013-07-31,88.24826785018608,57.924236564772464,68.36733463206286,51.91864977105101,67.70305093739894,42.266693005269914
2013-08-30,84.04942326255706,57.974287286774135,67.26898307225657,49.45491187710914,65.24814158595345,42.18270944327324
2013-09-30,89.45986149034991,59.626547999125265,70.51695555903147,50.952835258243994,70.17423986454138,45.22385202514266
2013-10-31,98.10651461229533,62.59322880733625,73.36658918236557,52.933123608515515,70.8554475749422,46.54712677504634
2013-11-29,103.91392834424578,66.25609410241275,74.97380705430993,51.72870295790007,73.93027116683595,47.22151970980643
2013-12-31,105.51180884300877,67.08723769171937,77.70867642246269,52.04938007267121,76.36961483921353,50.51779139460133
2014-01-31,97.92842426782558,65.2896349476149,75.5021106188968,53.57498640163594,75.55946086552188,52.61894950847485
2014-02-28,100.79250404487033,69.88916135650871,80.2172988179178,55.90524769984208,81.25955428165425,54.04700728444595
2014-03-31,98.15543425775523,69.45381238208101,80.49761481541195,56.96651261249357,79.66111981151438,52.1871365463442
2014-04-30,94.41723261195806,69.23545576954005,81.4097290661268,58.728633812747844,78.06871891149024,52.00815838471942
2014-05-30,96.6549392560991,72.35973390148051,83.04083915149303,59.23281010963319,81.91409651935913,57.03139660213024
2014-06-30,98.24242858193415,73.5413021668489,84.80159929867449,60.91042187274799,83.71832120070339,60.72964072027229
2014-07-31,95.8243013925889,73.77591994730031,82.88362951956991,59.46296098934493,81.82291195615954,60.67845252003089
2014-08-29,101.35826136287652,76.96429473054468,85.71157792857778,61.97484578056486,84.7443535272205,62.063911867301876
2014-09-30,98.85509968719818,75.9615225706708,84.21171678701292,59.816413506588994,84.20786932278347,61.263651242692305
2014-10-31,98.93115065415334,79.07045117457982,85.18032300806654,63.92810371091737,92.66339663999953,63.80425688953388
2014-11-28,105.30890838310492,81.72712413955269,87.14624468661611,65.47650687289807,96.07173037056333,66.95721367793416
2014-12-31,102.4698642793322,80.13441105088003,86.79958246054143,66.15674256503488,94.4476480095472,63.48104729172839
2015-01-30,107.19521772304512,76.91950016452837,83.9866976391066,68.63208035893024,93.63014204777365,64.00338045930364
2015-02-27,114.16499907605423,83.87209675124842,88.92895608383282,67.65670600285337,103.1333283725571,69.42353488275913
2015-03-31,113.36173160384668,81.56373856266683,88.01860036724018,67.62003722980182,105.83118064219924,66.99062756696257
2015-04-30,118.11908993711786,83.25546446963557,88.90084877487016,66.04202014662445,106.00106310276921,65.44937758276978
2015-05-29,119.99006997822998,84.29983128715142,90.17700057884605,66.5130351104015,107.67788571161304,63.77857026470875
2015-06-30,119.9313814046266,82.58377496116199,88.3768512668421,63.68782241017146,106.87628507959008,63.72233500259382
2015-07-31,134.27169948465777,84.33878260307752,88.59747650824636,67.4891876637389,111.57706780394354,65.11451145135057
2015-08-31,127.5393441214684,79.48869525109005,82.58628519668825,64.85576665287611,107.18486101992043,61.6581453716658
2015-09-30,127.03852872560283,77.8288913424766,77.11893116032316,66.07068011918447,105.25273754119063,56.30809380972541
2015-10-30,145.61950507612053,85.90159257393697,83.30038207948925,69.48791603135102,110.66855190009808,63.88683506849376
2015-11-30,150.55298548803952,85.24592722738137,84.43454367800912,68.95368535644424,112.82779911666162,63.6125327008931
2015-12-31,152.02463242188878,83.31559057713756,80.83818003341892,69.6826758553234,111.54625745795553,60.97013311249793
2016-01-29,138.99699242872518,77.11917250280167,75.27198132810005,69.50889077794383,104.65881415049654,52.5922264387287
2016-02-29,135.72917339023573,77.95445846534338,77.32850876560629,69.96121690592254,107.05494667235124,52.50339416783318
2016-03-31,144.15199548299418,83.44752161384909,82.95104265354057,76.23655094324188,115.33493327889539,57.81918500949929
2016-04-29,153.03171590127363,82.7321668574681,83.10856258711385,74.65267736105024,115.8346758209283,59.45040000124883
2016-05-31,161.10840055463095,84.42318653286473,84.32451779665068,76.35705287458893,119.04485468893866,59.3339700253897
2016-06-30,162.87957191860593,83.09574400669732,83.09611586416354,80.98674680690078,118.71437437558407,60.91769460342048
2016-07-29,169.24689281786826,88.3726962298734,87.28603417191744,81.85094982892447,129.7495997528583,65.72040240721932
2016-08-31,169.34774691681335,90.06182263599894,87.35324797329697,78.41254920692606,129.82240391257267,68.38697961666371
2016-09-30,177.47490149986905,91.70861880943511,87.65641034677098,78.23608496039786,131.05544095864408,69.99029234644603
2016-10-31,170.46094128472907,90.4266950201582,83.70007482878259,77.13355365409969,124.53406746514909,69.72116104828457
2016-11-30,168.52712331086641,93.54857187548149,90.63473969657548,74.36398470701909,125.71284887985004,67.25130870230512
2016-12-30,169.3548003414234,95.9288346616829,91.00990350436858,77.37961321256196,121.64864268076832,69.27131721768568
2017-01-31,179.05789978202813,99.04454906599528,94.82319176184106,77.71131768572754,126.16569716332754,71.38189941090722
2017-02-28,184.6952282453335,105.95896564164056,97.92599265271099,81.4248046120665,134.816555259216,76.33479962350496
2017-03-31,189.57834793521016,107.30052524093456,97.6109253837066,81.15038770070056,136.26726597869484,76.56106803968292
2017-04-28,195.73996534312408,109.39411916963718,97.85697285930713,82.18186277841264,137.75477138989086,79.58097977579753
2017-05-31,205.0508034199826,113.21432954622976,97.78833052236686,84.41007460468853,141.13666307775085,89.12580363506972
2017-06-30,202.06967448547462,113.44250099390652,100.68894821933779,84.07314926058537,139.2755767019355,86.05750534014666
2017-07-31,207.1879658959713,116.96370553671973,100.45488038883863,85.3522007189976,141.98177136169886,90.17752106792183
2017-08-31,206.39441149162562,118.79487962402635,98.81931646996742,86.9907623334385,141.67045388627022,94.26285360093802
2017-09-29,205.87628749969102,119.54583278336577,102.48166448790897,85.26087940841026,145.56900107448183,91.41651160207125
2017-10-31,225.28670083955913,126.84465903135019,104.19673153719988,87.56011512044698,147.81195213780836,98.64130987184937
2017-11-30,239.65157613461258,128.0176106586326,107.06909716206347,89.40613189781202,156.96324150412195,97.08646803151272
2017-12-29,239.90010861115735,127.7718497740115,109.72008782905158,87.721304408901,157.35616995480854,95.09283367355027
2018-01-31,281.58035044751006,136.0272885439895,115.77552873163515,86.69578884736288,171.41676601933943,100.69303404825199
2018-02-28,284.5270367231645,136.49272828155372,108.3105871627908,82.9038506729139,171.69137498327143,95.47971599818712
2018-03-29,273.91554716672766,133.3390069275335,106.73041436467433,86.03284556292802,171.6265622283935,101.19320207878762
2018-04-30,289.8219755036956,133.91846821167096,104.69941386114613,86.2236655489164,172.13402453921304,99.27087139717926
2018-05-31,298.68889440778594,139.06030177639806,106.33837812682053,87.05269542936192,180.43534287649237,100.12977270650315
2018-06-29,308.26436144977515,137.24619742284602,104.16449514345086,89.78509092929302,184.06910808126278,102.76990049526279
2018-07-31,321.9336997450755,143.55803398646285,110.24590593475219,90.51972736577206,191.496043610648,101.34860772063038
2018-08-31,353.74706106447826,151.21185208216826,111.34867326078466,92.26164676306774,201.7548023236185,109.07978291886417
2018-09-28,355.49150694578066,152.62935180749835,112.72309663025115,91.31829616288994,198.74415201163808,110.16220386137307
2018-10-31,299.5191627793593,143.4739020995308,96.63327879412785,92.15599976187147,181.63517740237327,100.88371965418384
2018-11-30,314.0159798030363,141.167254796643,102.12075831789305,96.87455715501518,189.68463084042335,108.35799233413704
2018-12-31,282.16504861272966,127.1331535602539,90.14785059227475,91.46867351410332,179.06358865562328,99.41672094110889
2019-01-31,316.32987634205244,134.93336260664557,100.09022051031077,97.74672228827698,196.1500320801902,113.40603303285455
2019-02-28,310.37665906392346,139.82965455694705,102.76411950273562,100.60902749626376,207.04871977374373,118.55925323042878
2019-03-29,328.0423660574107,144.99204245364365,103.03451274142759,104.65667449049504,216.57130509896928,122.02151118723846
2019-04-30,348.8424319628186,152.06062543879153,106.38826402420516,105.6106629678232,221.41225674947674,129.76136009136326
2019-05-31,326.6895841296107,139.1230366556248,94.85846725380246,106.68287210660763,216.50574155218038,127.14529773185231
2019-06-28,348.3012651472634,152.83708006453136,105.82016136932069,109.80222935023805,228.21089929051237,129.3687033306424
2019-07-31,346.76050051789866,155.50519024268118,108.22239330893436,111.89761061441988,239.07402151177445,131.76356511637064
2019-08-30,336.77301188638836,153.8097386686956,103.87418928397138,116.62040896785075,245.03644100590557,131.73525703494005
2019-09-30,332.41184639459465,157.87271047728314,108.69828568285901,118.94523752695682,237.98908483354222,129.7559903027915
2019-10-31,337.4719262470313,165.51728739980712,111.10656219712466,118.19515469448359,249.13503585098405,130.07409012440147
2019-11-29,345.7492679870941,172.56411473111848,115.45829989426025,117.05062330854089,250.96664828009153,140.17423825284845
2019-12-10,337.557413401166,172.61246911526203,115.15289504482611,116.33992182886186,253.7968311612699,139.17088038823252
