,free_cash_flow_equity,gross_margin,market_cap,net_income_margin,px,roa,Price Momentum 12M,Price Momentum 12M-1M,Price to 52W High,Price to 52W Low,Return 1D,Return 1M,Return 1Q,Max Daily Return over 1M,Realized Volatility 1M,Realized Volatility 3M
4/17/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,17.79,3.4444,-0.5723023070191466,-0.5653302816698241,0.43912481116892604,1.0200688073394495,0.0016891891891890332,-0.01603982300884954,-0.298224852071006,0.041284403669724634,0.019890909925790054,0.03492432366765655
4/18/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,17.76,3.4444,-0.5616157028465358,-0.549273802588837,0.44415323286533864,1.0183486238532111,-0.001686340640809303,-0.027382256297918905,-0.29691211401425177,0.041284403669724634,0.01974424386061,0.03492629833786727
4/19/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,17.93,3.4444,-0.5515953003786306,-0.5618488378490579,0.45008183306055644,1.0280963302752293,0.009572072072072002,0.02340182648401834,-0.2873608903020668,0.041284403669724634,0.01766390321420189,0.03497373512270434
4/20/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,18.11,3.4444,-0.5453997770927677,-0.5604610765816875,0.46104887983706716,1.0384174311926604,0.010039040713887282,0.03426613363792108,-0.27443910256410264,0.041284403669724634,0.01776069090125247,0.035020035401027716
4/21/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,17.53,3.4444,-0.5278305253659785,-0.5302546698449894,0.4462830957230143,1.0051605504587156,-0.032026504693539404,0.0051605504587155515,-0.3021496815286624,0.041284403669724634,0.019208770715378,0.03516323790058374
4/24/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,17.93,3.4444,-0.518344803872583,-0.5121662932697215,0.45646639511201625,1.0280963302752293,0.02281802624073004,-0.012665198237885478,-0.30206305955624757,0.029966703662597016,0.017599840329951724,0.03516485431497926
4/25/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,17.97,3.4444,-0.5025412749559846,-0.49340597282662857,0.4574847250509165,1.0303899082568806,0.002230897936419396,-0.01803278688524601,-0.2952941176470588,0.029966703662597016,0.01751310180919655,0.03517521337514401
4/26/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,18.14,3.4444,-0.49686720789036476,-0.48715957408450083,0.46181262729124234,1.040137614678899,0.009460211463550472,-0.018929150892374125,-0.28918495297805635,0.029966703662597016,0.01748500142487122,0.03521459893098537
4/27/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,19.82,3.4444,-0.4538801512162326,-0.48088304989474384,0.504582484725051,1.1364678899082568,0.0926130099228224,0.052016985138004346,-0.2100438421681945,0.0926130099228224,0.026633970944388557,0.03724796395176615
4/28/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,19.41,3.4444,-0.4451384581080965,-0.47486828827644156,0.49414460285132383,1.1129587155963303,-0.02068617558022201,0.056614044637996574,0.009885535900104214,0.0926130099228224,0.02642790256539512,0.02281026868417163
5/1/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,19.02,3.4444,-0.4556693949974243,-0.47627496995020313,0.48421588594704684,1.0905963302752293,-0.020092735703245768,0.03934426229508192,0.011702127659574346,0.0926130099228224,0.02687122267031053,0.022783635572288446
5/2/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,18.73,3.4444,-0.45655643050711736,-0.46758198076911917,0.4768329938900204,1.0739678899082568,-0.01524710830704512,0.020708446866484875,0.03366445916114791,0.0926130099228224,0.027137605180946083,0.022390533411488632
5/3/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,18.69,3.4444,-0.4550480222529346,-0.4745834864097316,0.4758146639511202,1.0716743119266054,-0.0021356113187399606,0.037180910099889,0.027487630566245258,0.0926130099228224,0.02679221448812815,0.02238991396164717
5/4/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,18.81,3.4444,-0.4504354736451526,-0.4577396273712936,0.4788696537678207,1.0785550458715594,0.006420545746388395,0.01346982758620685,0.036934950385887344,0.0926130099228224,0.026048807941860014,0.022397114666012633
5/5/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,19.09,3.4444,-0.4381790999093552,-0.43965060567177183,0.4859979633401222,1.0946100917431192,0.014885699096225391,0.002626050420168058,0.0730747611017426,0.0926130099228224,0.02563070467124656,0.02231588859525351
5/8/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,19.12,3.4444,-0.4474691079747084,-0.4674087688270856,0.48676171079429736,1.0963302752293578,0.0015715034049241794,0.03743895822029297,0.04480874316939887,0.0926130099228224,0.024527743158565304,0.02204052504255419
5/9/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,19.81,3.4444,-0.4392740282825538,-0.48512844898837215,0.5043279022403259,1.1358944954128438,0.03608786610878645,0.08905992303463428,0.02642487046632125,0.0926130099228224,0.025348527293955266,0.021426548294644493
5/10/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,19.65,3.4444,-0.43182639621795893,-0.4783790426347063,0.500254582484725,1.1267201834862384,-0.008076728924785503,0.08924611973392449,0.032037815126050306,0.0926130099228224,0.025344335604692802,0.02137998679052152
5/11/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,19.45,3.4444,-0.44946389955051347,-0.49446916431733523,0.495162932790224,1.1152522935779816,-0.010178117048346036,0.08902575587905925,0.04289544235924936,0.0926130099228224,0.02535004370656416,0.02125418640059362
5/12/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,18.9,3.4444,-0.46352388170275827,-0.4958827586794171,0.4811608961303462,1.0837155963302751,-0.028277634961439646,0.06418918918918903,-0.026275115919629166,0.0926130099228224,0.02626237779712355,0.020942903147498408
5/15/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,18.65,3.4444,-0.4621314591090129,-0.48779918036332803,0.47479633401221993,1.069380733944954,-0.013227513227513255,0.05011261261261235,-0.06092648539778456,0.0926130099228224,0.026502627176537,0.020788737384612562
5/16/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,17.97,3.4444,-0.4838120351938505,-0.48898253233715094,0.4574847250509165,1.0303899082568806,-0.03646112600536189,0.010118043844856706,-0.08456444218033621,0.0926130099228224,0.027845656189197054,0.021228740747906878
5/17/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,17.7,3.4444,-0.49156778090880104,-0.48984428186103424,0.4506109979633401,1.014908256880734,-0.015025041736226985,-0.0033783783783785104,-0.10379746835443038,0.0926130099228224,0.028057449497686432,0.021278550519708513
5/18/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,17.63,3.4444,-0.49227468429161814,-0.4836350022319179,0.44882892057026474,1.0108944954128438,-0.00395480225988698,-0.01673173452314558,-0.10734177215189877,0.0926130099228224,0.02798678806615731,0.021279831580028885
5/19/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,17.86,3.4444,-0.4665838368331925,-0.45911720520991695,0.4546843177189409,1.0240825688073394,0.013045944412932498,-0.0138045278851463,-0.09294057897409858,0.0926130099228224,0.02805070620081091,0.021358411782767907
5/22/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,17.92,3.4444,-0.47261233474990283,-0.4840900796967521,0.45621181262729127,1.0275229357798166,0.0033594624860022737,0.02224757558471202,-0.09403437815975735,0.0926130099228224,0.027096019658765777,0.021353562017788718
5/23/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,18.04,3.4444,-0.46814783367532253,-0.4713908346894974,0.4592668024439918,1.0344036697247705,0.006696428571428381,0.006134969325153339,-0.08146639511201637,0.0926130099228224,0.02668371768048886,0.021364434979416258
5/24/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,18.11,3.4444,-0.46980897313913483,-0.4739076337553978,0.46104887983706716,1.0384174311926604,0.0038802660753880502,0.007790762381747474,-0.08673726676752391,0.0926130099228224,0.02669112428894605,0.02132963322028082
5/25/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,18.01,3.4444,-0.4847204300767626,-0.48100103284799967,0.45850305498981675,1.0326834862385321,-0.005521811154058365,-0.007166482910694549,-0.0658713692946058,0.0926130099228224,0.026645397244537176,0.021066190229743015
5/26/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,18.07,3.4444,-0.5005969621260695,-0.4522319750602489,0.460030549898167,1.036123853211009,0.003331482509716821,-0.08829465186680119,-0.026400862068965414,0.03608786610878645,0.016203611124506828,0.0205470823340601
5/29/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,18.07,3.4444,-0.49645119310692676,-0.45910999768707517,0.460030549898167,1.036123853211009,0.0,-0.06903657908294691,-0.02744886975242189,0.03608786610878645,0.01577874782735765,0.02054643287223403
5/30/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,18.01,3.4444,-0.49321567457749205,-0.4647952321190394,0.45850305498981675,1.0326834862385321,-0.003320420586607531,-0.05310199789695047,-0.05010548523206748,0.03608786610878645,0.015302577920011294,0.02037793664562065
5/31/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,17.83,3.4444,-0.48587081891580164,-0.45991926182237597,0.45392057026476573,1.0223623853211008,-0.009994447529150685,-0.048051254671649835,-0.043454935622317725,0.03608786610878645,0.015125417732817377,0.020307668067979838
6/1/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,18.39,3.4444,-0.46540697674418596,-0.4566860465116278,0.46817718940936864,1.0544724770642202,0.03140773976444211,-0.0160513643659711,0.0043691971600219315,0.03608786610878645,0.01681320852410046,0.020577659397685816
6/2/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,18.72,3.4444,-0.46160483175151,-0.459016393442623,0.4765784114052953,1.0733944954128438,0.017944535073409318,-0.004784688995215336,0.03368304803975697,0.03608786610878645,0.017237736701294932,0.02064560252528364
6/5/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,18.95,3.4444,-0.4339904420549582,-0.4298088410991636,0.48243380855397144,1.0865825688073394,0.012286324786324743,-0.007333682556312282,0.06760563380281681,0.03608786610878645,0.01713386573453522,0.020525049212956167
6/6/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,18.97,3.4444,-0.4443468072642063,-0.4399531341534856,0.4829429735234215,1.087729357798165,0.0010554089709762238,-0.007845188284518967,0.0723572639909551,0.03608786610878645,0.01713155149322482,0.020516541268820642
6/7/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,19.22,3.4444,-0.44722461892436016,-0.4302559677883233,0.48930753564154783,1.102064220183486,0.01317870321560366,-0.029782937910146412,0.08281690140845055,0.03140773976444211,0.015338465364247739,0.020569518718525442
6/8/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,19.6,3.4444,-0.43871706758304696,-0.4372852233676977,0.49898167006109984,1.1238532110091743,0.019771071800208206,-0.00254452926208637,0.1161731207289296,0.03140773976444211,0.01591849569387737,0.020636870463734344
6/9/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,20.21,3.4444,-0.4111305361305361,-0.4332750582750583,0.514511201629328,1.1588302752293578,0.03112244897959182,0.03907455012853478,0.14699205448354147,0.03140773976444211,0.01710522034107696,0.020961239621001746
6/12/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,21.2,3.4444,-0.3885203345832132,-0.4548601096048458,0.539714867617108,1.2155963302752293,0.04898565066798599,0.12169312169312163,0.1890072910824454,0.04898565066798599,0.018525108464449092,0.021738761788279628
6/13/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,21.25,3.4444,-0.3656716417910447,-0.4432835820895523,0.5409877800407332,1.2184633027522935,0.002358490566037874,0.13941018766756041,0.16951018161805154,0.04898565066798599,0.01803695062441854,0.021641016447247027
6/14/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,21.09,3.4444,-0.33887147335423196,-0.43667711598746084,0.5369144602851323,1.209288990825688,-0.007529411764705896,0.1736227045075125,0.16648230088495586,0.04898565066798599,0.015531297314603594,0.021658166980699906
6/15/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,20.33,3.4444,-0.4002949852507375,-0.47787610619469023,0.5175661914460284,1.1657110091743117,-0.03603603603603611,0.14858757062146877,0.11336254107338428,0.04898565066798599,0.017610469536560643,0.022177658508482613
6/16/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,19.68,3.4444,-0.45196324143692557,-0.5090504037872459,0.5010183299389002,1.128440366972477,-0.03197245450073771,0.11627906976744184,0.12328767123287676,0.04898565066798599,0.019430483728834977,0.02193836395783806
6/19/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,19.67,3.4444,-0.45961538461538454,-0.5093406593406593,0.5007637474541752,1.1278669724770642,-0.0005081300813006839,0.101343784994401,0.12335808109651625,0.04898565066798599,0.01938995811684129,0.021938243292969787
6/20/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,19.01,3.4444,-0.48398479913137893,-0.5135722041259501,0.4839613034623218,1.0900229357798166,-0.03355363497712249,0.060825892857142794,0.09002293577981657,0.04898565066798599,0.02112152918079962,0.022381865518744905
6/21/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,18.75,3.4444,-0.49104234527687296,-0.510314875135722,0.47734215885947046,1.0751146788990824,-0.01367701209889538,0.03935698447893565,0.032488986784140916,0.04898565066798599,0.021410515102194973,0.02187598906119092
6/22/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,19.24,3.4444,-0.45818079414249513,-0.49000281610813856,0.4898167006109979,1.1032110091743117,0.026133333333333342,0.062396466040861354,0.051366120218579114,0.04898565066798599,0.022046476850406477,0.022092743472836913
6/23/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,19.65,3.4444,-0.45808052950910094,-0.5033094318808604,0.500254582484725,1.1267201834862384,0.021309771309771408,0.09106052193225977,0.06273661438615474,0.04898565066798599,0.022296856047902946,0.022209922929093545
6/26/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,19.92,3.4444,-0.45986984815618226,-0.5100325379609545,0.5071283095723015,1.1422018348623852,0.013740458015267354,0.10237963475373557,0.05732484076433142,0.04898565066798599,0.02238754621577905,0.02215268482870781
6/27/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,19.9,3.4444,-0.4589450788471996,-0.508700380641653,0.5066191446028513,1.1410550458715594,-0.0010040160642571516,0.10127282789153291,0.0832879695155142,0.04898565066798599,0.022399581490482347,0.02190218646225819
6/28/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,20.0,3.4444,-0.4531036368608149,-0.5075198249931638,0.5091649694501018,1.146788990825688,0.005025125628140836,0.1104941699056079,0.09289617486338786,0.04898565066798599,0.022321406600616794,0.02189590139140409
6/29/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,19.8,3.4444,-0.4771587008185899,-0.529178769474518,0.5040733197556008,1.135321100917431,-0.010000000000000009,0.11048794167134068,0.07901907356948223,0.04898565066798599,0.02232159611417502,0.021944393043200037
6/30/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,20.16,3.4444,-0.45835572272971514,-0.5059108006448145,0.5132382892057027,1.1559633027522935,0.018181818181818077,0.09624796084828713,0.11875693673695897,0.04898565066798599,0.021724964091694075,0.02190104768138602
7/3/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,20.52,3.4444,-0.4457050243111832,-0.4943273905996759,0.5224032586558045,1.176605504587156,0.017857142857142794,0.09615384615384626,0.1056034482758621,0.04898565066798599,0.02172229030354047,0.02170402712145963
7/4/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,20.52,3.4444,-0.44883158742949236,-0.4910018802041364,0.5224032586558045,1.176605504587156,0.0,0.08284960422163601,0.07773109243697474,0.04898565066798599,0.02167048267155412,0.021485495597198423
7/5/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,20.4,3.4444,-0.4516129032258065,-0.49005376344086027,0.5193482688391038,1.1697247706422016,-0.005847953216374324,0.07538218239325256,0.10689093868692345,0.04898565066798599,0.021769849615019203,0.021077334840957574
7/6/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,19.1,3.4444,-0.48308525033829497,-0.4798376184032477,0.4862525458248473,1.0951834862385321,-0.06372549019607832,-0.006243496357960288,0.05002748763056619,0.04898565066798599,0.026126653971383102,0.022568780007565892
7/7/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,19.22,3.4444,-0.4775754281054635,-0.4672465343843435,0.48930753564154783,1.102064220183486,0.006282722513088812,-0.019387755102040938,0.06541019955654104,0.04898565066798599,0.02578057940144436,0.022546752158578445
7/10/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,19.13,3.4444,-0.4867185403810036,-0.4577408103031929,0.48701629327902235,1.0969036697247705,-0.004682622268470382,-0.05343889163780313,0.07110862262038076,0.04898565066798599,0.024739841125130915,0.022514052596850326
7/11/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,18.92,3.4444,-0.49519743863393806,-0.4343649946638207,0.4816700610997964,1.084862385321101,-0.010977522216413904,-0.10754716981132062,0.06531531531531543,0.026133333333333342,0.021809389366930988,0.02255094897041375
7/12/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,18.58,3.4444,-0.5208870551830842,-0.45203713254254774,0.47301425661914454,1.065366972477064,-0.017970401691332127,-0.12564705882352944,0.04617117117117098,0.026133333333333342,0.021909330059566322,0.022680330630293507
7/13/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,18.63,3.4444,-0.5032000000000001,-0.4376,0.4742871690427698,1.0682339449541283,0.002691065662002279,-0.11664295874822195,0.04721753794266448,0.026133333333333342,0.02199030679987457,0.022681196125192406
7/14/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,18.93,3.4444,-0.47314222098524905,-0.43417756749234626,0.48192464358452136,1.0854357798165137,0.016103059581320522,-0.06886374815543528,0.06587837837837829,0.026133333333333342,0.0213217270586779,0.022758029406286535
7/17/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,18.82,3.4444,-0.4735664335664336,-0.44951048951048955,0.4791242362525458,1.0791284403669723,-0.005810882197569978,-0.04369918699186992,0.04963747908533178,0.026133333333333342,0.020294313991750003,0.02274999289017609
7/18/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,18.68,3.4444,-0.4767507002801121,-0.4490196078431372,0.4755600814663951,1.0711009174311925,-0.007438894792773709,-0.050330452465683906,0.03147432357813362,0.026133333333333342,0.020326443770579572,0.022744821457452193
7/19/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,18.91,3.4444,-0.46732394366197183,-0.46450704225352113,0.4814154786150713,1.084288990825688,0.012312633832976427,-0.005260389268806009,0.0787221905305191,0.026133333333333342,0.019229872418341558,0.022397790793260847
7/20/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,19.05,3.4444,-0.4460599011340506,-0.4547833672579238,0.484979633401222,1.0923165137614679,0.007403490216816522,0.016000000000000014,0.06246514221974353,0.026133333333333342,0.019033334401508284,0.02224424461577486
7/21/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,18.84,3.4444,-0.4658349872412816,-0.4544939041678481,0.47963340122199594,1.0802752293577982,-0.011023622047244164,-0.02079002079002068,0.048414023372287174,0.021309771309771408,0.018285895780881467,0.02229698660540328
7/24/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,18.26,3.4444,-0.4803642572566875,-0.44080819578827557,0.464867617107943,1.0470183486238531,-0.030785562632696273,-0.07073791348600489,0.006615214994487362,0.018181818181818077,0.01866105095027656,0.022624602966221475
7/25/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,18.12,3.4444,-0.4990323472491015,-0.44926734863146256,0.46130346232179226,1.0389908256880733,-0.00766703176341732,-0.09036144578313254,-0.08577194752774975,0.018181818181818077,0.018263096783277477,0.01931449857667279
7/26/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,17.55,3.4444,-0.5115502365711104,-0.44614528249373786,0.44679226069246436,1.0063073394495412,-0.0314569536423841,-0.11809045226130643,-0.09582689335394123,0.018181818181818077,0.01917164095585826,0.019535826517411113
7/27/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,17.37,3.4444,-0.5116671352263142,-0.437728422828226,0.44220977596741345,1.0,-0.01025641025641022,-0.13149999999999995,-0.08675078864353303,0.018181818181818077,0.019030219997592957,0.01942307485361712
7/28/2017,-40.233000000000004,48.263000000000005,8138.709,7.1818,17.36,3.4444,-0.5100197572678521,-0.4411515664690939,0.44195519348268836,1.0,-0.0005757052389178119,-0.12323232323232325,-0.07314468766684468,0.018181818181818077,0.01905502931655081,0.019340354488387626
