,free_cash_flow_equity,market_cap,pe,px,roa,Price Momentum 12M,Price Momentum 12M-1M,Price to 52W High,Price to 52W Low,Return 1D,Return 1M,Return 1Q,Max Daily Return over 1M,Realized Volatility 1M,Realized Volatility 3M
5/6/1999,497.5,28873.1714,15.7688,12.8828,20.9461,0.09844647942565787,-0.07939837315189024,0.9359983144067365,1.7404250145229057,0.04304879727311728,0.1931832916550893,0.18306961880010642,0.09536876041440245,0.042662325358440015,0.035539064926245915
5/7/1999,497.5,28873.1714,15.7688,12.5556,20.9461,0.07425755281193047,-0.05871129477998238,0.9122256370016784,1.6962213425919672,-0.025398205359083437,0.14126255510612196,0.1978819825406668,0.09536876041440245,0.0432540608246402,0.03534817758644901
5/10/1999,497.5,28873.1714,15.7688,12.4738,20.9461,0.06633725999760642,-0.08924755082152203,0.9062824676504139,1.6851704246092327,-0.006515021185765635,0.17083106497212275,0.21852532041262895,0.09536876041440245,0.0424685233853858,0.03520548369603615
5/11/1999,497.5,28873.1714,15.7688,12.9237,20.9461,0.13925423131170644,-0.07345733427362489,0.9389698990823688,1.745950473514273,0.0360675976847471,0.22957557536605555,0.21178621659634334,0.09536876041440245,0.042571137099939385,0.03511231423501266
5/12/1999,497.5,28873.1714,15.7688,13.0668,20.9461,0.15186882933709445,-0.05993476727785629,0.9493668127029796,1.7652828251442159,0.011072680424336623,0.22530733957858629,0.279002388316824,0.09536876041440245,0.042562101970851536,0.03463131836290426
5/13/1999,497.5,28873.1714,15.7688,13.3735,20.9461,0.21130192199699294,-0.03780591634512609,0.9716500650261194,1.806717012739628,0.02347169926837478,0.2588956246705323,0.30902274773892957,0.09536876041440245,0.04251723830391794,0.03470831679837202
5/14/1999,497.5,28873.1714,15.7688,12.3613,20.9461,0.1237341139252015,-0.07796221886874777,0.8981087934203739,1.6699720349630511,-0.075686992933787,0.21875061621280545,0.22214861978960698,0.09536876041440245,0.04500807782331651,0.03612025662247307
5/17/1999,497.5,28873.1714,15.7688,12.3306,20.9461,0.1087173492784248,-0.007112349952793973,0.8958782885415986,1.6658245632996043,-0.002483557554626037,0.11665942186481204,0.2416397305380178,0.09536876041440245,0.04132446293062019,0.03602037354861413
5/18/1999,497.5,28873.1714,15.7688,12.4738,20.9461,0.08796106512694846,0.05496585348835192,0.9062824676504139,1.6851704246092327,0.011613384587935816,0.031276094415278566,0.23078896475510136,0.07928659573758479,0.03597028963395147,0.03597215149072804
5/19/1999,497.5,28873.1714,15.7688,12.8828,20.9461,0.1583689250550735,0.07837971496650642,0.9359983144067365,1.7404250145229057,0.03278872516795195,0.07417536604075647,0.2919361793876669,0.07928659573758479,0.036488200621879595,0.03606026431764805
5/20/1999,497.5,28873.1714,15.7688,12.9237,20.9461,0.14743720645293035,0.14924843071623273,0.9389698990823688,1.745950473514273,0.0031747756698854435,-0.001576007601919005,0.24756976957457688,0.04705311865604789,0.03216522576187024,0.03579464491739851
5/21/1999,497.5,28873.1714,15.7688,12.2693,20.9461,0.08350627445093028,0.07357135918471869,0.8914245442722524,1.657543129652396,-0.05063565387621194,0.009254080021058098,0.1626472344094989,0.04705311865604789,0.031259364478641354,0.03640062211805208
5/24/1999,497.5,28873.1714,15.7688,12.1057,20.9461,0.06905869989491076,0.043775444421876086,0.8795382055697233,1.6354412936869267,-0.013334094039594624,0.024222887794642656,0.21400563594973776,0.04705311865604789,0.03075249784513398,0.03569881513222457
5/25/1999,497.5,28873.1714,15.7688,11.7376,20.9461,0.034696755994358286,0.07255818053596608,0.8527939434890328,1.585712162764621,-0.030407163567575557,-0.03530011259872934,0.20417752426288027,0.04705311865604789,0.030817310922444212,0.03580625063482628
5/26/1999,497.5,28873.1714,15.7688,12.2079,20.9461,0.09768466483837623,0.14549296407858647,0.8869635345147018,1.6492481863255024,0.040067816248636756,-0.041736004270149674,0.2143176867297305,0.04304879727311728,0.03030325980820466,0.03593151897251078
5/27/1999,497.5,28873.1714,15.7688,12.3102,20.9461,0.06430695808548892,0.09966800387328822,0.8943961289478847,1.6630685886437633,0.008379819624996898,-0.032156110447198016,0.1790588753627631,0.04304879727311728,0.030381160952844675,0.03566007123774308
5/28/1999,497.5,28873.1714,15.7688,12.6374,20.9461,0.12000921716164581,0.12725886930242036,0.9181688063529428,1.7072722605747017,0.02657958440967656,-0.006431222089439692,0.17594401950384286,0.04304879727311728,0.03097749786456911,0.03562965394476964
5/31/1999,497.5,28873.1714,15.7688,12.6374,20.9461,0.11006289308176109,0.08311373458416793,0.9181688063529428,1.7072722605747017,0.0,0.02488118988532584,0.1781805299173984,0.04304879727311728,0.03017007620736539,0.035626078248939194
6/1/1999,497.5,28873.1714,15.7688,12.5556,20.9461,0.14139742913765208,0.14511554335375743,0.9122256370016784,1.6962213425919672,-0.006472850428094312,-0.003246933672051755,0.13599638090929655,0.04304879727311728,0.02986173340035163,0.03547476228094313
6/2/1999,497.5,28873.1714,15.7688,12.6885,20.9461,0.17507871828116306,0.1627708834969439,0.921881470825432,1.7141757068939896,0.010584918283474964,0.010584918283474964,0.10716996937252943,0.04304879727311728,0.02993260225879522,0.03521892838766839
6/3/1999,497.5,28873.1714,15.7688,12.3511,20.9461,0.13112562160578056,0.13112562160578056,0.897367713623517,1.6685940476351306,-0.026591007605311856,0.0,0.12790283548696424,0.04304879727311728,0.030311067990180587,0.03490695539332974
6/4/1999,497.5,28873.1714,15.7688,12.0546,20.9461,0.07220621197566435,0.14587113530437246,0.8758255410972341,1.628537847367639,-0.024005958983410403,-0.06428726674325447,0.09674014902695771,0.040067816248636756,0.029106481365143426,0.035065836106409926
6/7/1999,497.5,28873.1714,15.7688,11.8194,20.9461,0.054399800171281765,0.12007564944333438,0.8587371128402973,1.5967630807473554,-0.019511223931113486,-0.05863519067189149,0.0713644727658378,0.040067816248636756,0.028905086721590895,0.03517017773857235
6/8/1999,497.5,28873.1714,15.7688,11.1242,20.9461,-0.022641211045607457,0.09593301645595198,0.808227438842753,1.5028437875737966,-0.058818552549198766,-0.10819477625102214,-0.05619941289260688,0.040067816248636756,0.03141555770866468,0.03493033231459104
6/9/1999,497.5,28873.1714,15.7688,11.4513,20.9461,0.005205407303370713,0.13445400280898867,0.8319928507596068,1.5470339498250496,0.029404361661962142,-0.11393022122147689,-0.014814814814814836,0.040067816248636756,0.031011518448050144,0.03508494566456897
6/10/1999,497.5,28873.1714,15.7688,10.889000000000001,20.9461,-0.04754823924566587,0.14294211290520087,0.7911390105858164,1.4710690209535133,-0.04910359522499619,-0.16666666666666663,-0.10104103889242033,0.040067816248636756,0.032183342565269654,0.03521642753998577
6/11/1999,497.5,28873.1714,15.7688,10.9606,20.9461,-0.048038423790788376,0.16152930856284242,0.7963411001402239,1.4807419516083273,0.006575443107723178,-0.1804239727819943,-0.1238879341353264,0.040067816248636756,0.03155861826402296,0.034963173401963886
6/14/1999,497.5,28873.1714,15.7688,10.8379,20.9461,-0.07176381918155506,0.05871118039020873,0.7874263461133271,1.4641655746342253,-0.01119464262905312,-0.12323946510480288,-0.11123958538345469,0.040067816248636756,0.027633006546748058,0.03485365655603473
6/15/1999,497.5,28873.1714,15.7688,10.9401,20.9461,-0.08057115003193605,0.036289373718358275,0.7948516750583055,1.477972467272801,0.009429871100489873,-0.11276823512237855,-0.12623894830161253,0.040067816248636756,0.027827734432052775,0.034696881373922635
6/16/1999,497.5,28873.1714,15.7688,11.39,20.9461,-0.08186625394982905,0.005497517250274253,0.8275391064902606,1.5387525161778415,0.041123938538039084,-0.08688611329346307,-0.050081314373879304,0.041123938538039084,0.029424309851193618,0.03470761780943919
6/17/1999,497.5,28873.1714,15.7688,11.39,20.9461,-0.0650600036117085,0.05747541575689907,0.8275391064902606,1.5387525161778415,0.0,-0.11587543080696738,-0.03029167872771532,0.041123938538039084,0.028225474206120295,0.03461131304111127
6/18/1999,497.5,28873.1714,15.7688,11.4513,20.9461,-0.07389405580266883,0.04518398706025062,0.8319928507596068,1.5470339498250496,0.005381913959613627,-0.11393022122147689,0.03130488035519696,0.041123938538039084,0.02826333619776098,0.03389831446853125
6/21/1999,497.5,28873.1714,15.7688,11.5969,20.9461,-0.05592686361823196,-0.0011885476111006543,0.8425714015853295,1.5667040434471298,0.012714713613301454,-0.054803452519703644,0.05805339123770592,0.041123938538039084,0.026515983738544538,0.03388196920716782
6/22/1999,497.5,28873.1714,15.7688,11.7918,20.9461,-0.040060567083743726,-0.014506793445078436,0.8567318380958608,1.593034409154159,0.01680621545412997,-0.025929933832822605,0.0718356587738036,0.041123938538039084,0.026706328044251743,0.03393611779205409
6/23/1999,497.5,28873.1714,15.7688,11.8533,20.9461,-0.030254190835385386,-0.03971987466354687,0.8612001133416161,1.6013428621607384,0.005215488729456208,0.009857211014176803,0.07943720972589019,0.041123938538039084,0.02585670991662871,0.033935963450146864
6/24/1999,497.5,28873.1714,15.7688,11.7713,20.9461,-0.05728540995947651,-0.02231992696170282,0.8552424130139424,1.5902649248186327,-0.006917904718517276,-0.035763726767093496,0.040952583081304006,0.041123938538039084,0.02427222802691733,0.03376184295628138
6/25/1999,497.5,28873.1714,15.7688,11.7507,20.9461,-0.07984871264799853,-0.036036459312159375,0.8537457224438196,1.5874819308034207,-0.0017500191142864052,-0.04545011453916259,0.05826886533317732,0.041123938538039084,0.02416757002471689,0.03367400290925708
6/28/1999,497.5,28873.1714,15.7688,11.9353,20.9461,-0.06982199638381448,-0.015103809464430573,0.8671578136692895,1.6124207995028437,0.015709702400708014,-0.055557314004462954,0.06120797730930305,0.041123938538039084,0.023636989161310462,0.03369128061323328
6/29/1999,497.5,28873.1714,15.7688,12.2429,20.9461,-0.05922988850211697,-0.028915681166770457,0.8895064553862697,1.6539765742154255,0.02577228892445116,-0.03121686422840131,0.17049409155225836,0.041123938538039084,0.024426354115662623,0.03255456229440627
6/30/1999,497.5,28873.1714,15.7688,12.5916,20.9461,-0.0700923881335529,-0.07275103945881667,0.9148412127552911,1.701084827278745,0.028481813949309265,0.002867246487622932,0.20383188649661554,0.041123938538039084,0.025228404684036067,0.03270935238405149
7/1/1999,497.5,28873.1714,15.7688,12.8376,20.9461,-0.04621236886683111,-0.05728996404053621,0.9327143137383117,1.734318639305062,0.01953683407986273,0.011750797966662674,0.21195185272598538,0.041123938538039084,0.025482684268998388,0.03275175057236352
7/2/1999,497.5,28873.1714,15.7688,13.1042,20.9461,-0.04650959733399296,-0.10130680908654333,0.952084105291455,1.770335445346591,0.02076712158035776,0.06097432617337728,0.23354544769937502,0.041123938538039084,0.025022369356531293,0.03282304673293382
7/5/1999,497.5,28873.1714,15.7688,13.1042,20.9461,-0.03584619685977897,-0.11307150109628139,0.952084105291455,1.770335445346591,0.0,0.08707049591027483,0.21368898768176336,0.041123938538039084,0.024257607362190743,0.03278728064202831
7/6/1999,497.5,28873.1714,15.7688,13.0632,20.9461,-0.05089474487238166,-0.1412628871597027,0.9705489018990163,1.764796476675538,-0.0031287678759481796,0.10523376821158426,0.18740171794755267,0.041123938538039084,0.023711935130573927,0.03273863945346225
7/7/1999,497.5,28873.1714,15.7688,12.366,20.9461,-0.08125055722309726,-0.1735118428482273,0.9246644483493476,1.6706069899082692,-0.05337130259048317,0.11163049927185775,0.1607126095853122,0.041123938538039084,0.022997373411436903,0.03322370458072926
7/8/1999,497.5,28873.1714,15.7688,11.8123,20.9461,-0.08519009006915879,-0.11314792871912827,0.8832616742064531,1.5958038934896854,-0.044775998706129694,0.03152480504396893,0.12383571027619489,0.041123938538039084,0.024741886322629515,0.033703567705045796
7/9/1999,497.5,28873.1714,15.7688,11.3611,20.9461,-0.10467792015382904,-0.14188220089208303,0.8495233110255356,1.5348482187487336,-0.038197472126512144,0.04335568004408108,0.065359477124183,0.041123938538039084,0.02371362881659925,0.03405025142085192
7/12/1999,497.5,28873.1714,15.7688,11.6892,20.9461,-0.06234357954180847,-0.12078867997176412,0.8740569035779714,1.5791734777968414,0.028879245847673207,0.0664744630768388,0.10034641162738156,0.041123938538039084,0.024404373271840956,0.034215501502395614
7/13/1999,497.5,28873.1714,15.7688,11.5969,20.9461,-0.04966032664366671,-0.11185865654885319,0.8671551949751374,1.5667040434471298,-0.007896177668274995,0.0700320172727189,0.14338532526176717,0.041123938538039084,0.02431649511793793,0.03370189318614972
7/14/1999,497.5,28873.1714,15.7688,11.6482,20.9461,-0.032597772554751825,-0.09140664579301871,0.8709911391931805,1.5736345091257886,0.004423595960989513,0.06472518532737359,0.05486126204448305,0.041123938538039084,0.02428010410483634,0.031853934487758195
7/15/1999,497.5,28873.1714,15.7688,12.0173,20.9461,0.020386849166185605,-0.03287708453622251,0.8985904961304072,1.6234987368449496,0.031687299325217744,0.05507462686567166,-0.006465214335909963,0.031687299325217744,0.023623024186640747,0.029764064753315975
7/16/1999,497.5,28873.1714,15.7688,11.5047,20.9461,-0.03312098699028476,-0.04276061451574942,0.8602609638464127,1.5542481187771038,-0.04265517212685055,0.01007023705004384,-0.04073141446819861,0.031687299325217744,0.02562696328993705,0.030235130955424
7/19/1999,497.5,28873.1714,15.7688,11.4842,20.9461,-0.04621824312539968,-0.0489506424045113,0.8587280816540173,1.5514786344415774,-0.0017818804488600737,0.0028730362491593553,-0.11278497539419508,0.031687299325217744,0.02561051910241022,0.028470998126927088
7/20/1999,497.5,28873.1714,15.7688,11.638,20.9461,0.01079583452756272,0.007226174036148114,0.8702284368340375,1.5722565217978681,0.013392312916877147,0.003544050565237322,-0.042675704132666525,0.031687299325217744,0.0256271610606562,0.02749523467504519
7/21/1999,497.5,28873.1714,15.7688,12.0379,20.9461,0.031012864214871705,0.009935079394987945,0.9001308557969119,1.6262817308601614,0.03436157415363472,0.020870435387303043,0.018486556001150678,0.03436157415363472,0.026458998187631838,0.027608921695891714
7/22/1999,497.5,28873.1714,15.7688,12.1609,20.9461,0.10280941671503174,0.07491475623911792,0.9093281489512842,1.6428986368733198,0.010217729005889575,0.025950579163608323,-0.0005095708919956587,0.03436157415363472,0.026518257281758512,0.02739158820124189
7/23/1999,497.5,28873.1714,15.7688,11.5252,20.9461,0.0318826046861429,0.0539166092164991,0.861793846038808,1.5570176031126302,-0.05227409155572371,-0.02090678174882976,-0.09532481396590153,0.03436157415363472,0.028976378689251465,0.027519242119223686
7/26/1999,497.5,28873.1714,15.7688,11.5662,20.9461,0.037439006888633886,0.0539878731343284,0.8648596104235989,1.5625565717836831,0.003557421997015364,-0.015701192269396702,-0.09065035536826216,0.03436157415363472,0.028988990465673912,0.027525736575950265
7/27/1999,497.5,28873.1714,15.7688,11.8123,20.9461,0.027746358779821456,0.038448152852941675,0.8832616742064531,1.5958038934896854,0.02127751551935808,-0.010305564166799286,-0.07130165419208756,0.03436157415363472,0.029168099696871636,0.02766997423059321
7/28/1999,497.5,28873.1714,15.7688,11.6482,20.9461,0.008135569749528226,0.05960603070744841,0.8709911391931805,1.5736345091257886,-0.013892298705586614,-0.0485750925025934,-0.0553419947123418,0.03436157415363472,0.028690510012760805,0.02745977316204172
7/29/1999,497.5,28873.1714,15.7688,11.115,20.9461,0.0173168097530616,0.15246480806897433,0.8311212472426814,1.5016008970427313,-0.04577531292388515,-0.11726865529400554,-0.11761203508911211,0.03436157415363472,0.029318745030593257,0.027893180494316657
7/30/1999,497.5,28873.1714,15.7688,11.4842,20.9461,0.027282810934592838,0.14834693001288102,0.8587280816540173,1.5514786344415774,0.0332163742690057,-0.10542468997320376,-0.08533244130109274,0.03436157415363472,0.030045941841536715,0.028234586448864153
8/2/1999,497.5,28873.1714,15.7688,11.2278,20.9461,0.018191381311665644,0.1883524376088217,0.8395558380379108,1.5168398157279692,-0.022326326605248914,-0.1431907327421743,-0.09094736501202327,0.03436157415363472,0.02967780426052627,0.028297444638212578
8/3/1999,497.5,28873.1714,15.7688,11.1355,20.9461,-0.008406130063491224,0.1669026438347625,0.8326541294350769,1.5043703813782576,-0.008220666559789036,-0.15023427603363804,-0.13563045300711019,0.03436157415363472,0.02963632128520845,0.027738626006688357
8/4/1999,497.5,28873.1714,15.7688,10.8279,20.9461,-0.04612606263489405,0.1507906444082281,0.8096534190750364,1.462814606665676,-0.027623366710071484,-0.17111427521587363,-0.13760393768517643,0.03436157415363472,0.029944399452638968,0.027770393031882102
8/5/1999,497.5,28873.1714,15.7688,10.8689,20.9461,-0.10634501697869647,0.01674847685059566,0.8127191834598273,1.4683535753367287,0.0037865144672559747,-0.12106582565097845,-0.1286616748705287,0.03436157415363472,0.028205813127752576,0.027773480777562472
8/6/1999,497.5,28873.1714,15.7688,10.9305,20.9461,-0.06383288511279739,0.011690847736343546,0.8173253075111228,1.4766755380229935,0.005667546853867389,-0.07465099938200015,-0.15422827827944008,0.03436157415363472,0.02682991995964701,0.027366076169348934
8/9/1999,497.5,28873.1714,15.7688,10.992,20.9461,-0.06586215687940855,-0.03449477351916386,0.821923954088309,1.4849839910295728,0.005626458076025909,-0.032488051333057544,-0.15878409403985672,0.03436157415363472,0.025662171286383085,0.027331792464603193
8/10/1999,497.5,28873.1714,15.7688,10.950999999999999,20.9461,-0.048872213102651774,0.015242710857500175,0.8188581897035181,1.4794450223585198,-0.003729985443959416,-0.06315231153543455,-0.1811418102964819,0.03436157415363472,0.024716762967738306,0.027131135827873392
8/11/1999,497.5,28873.1714,15.7688,10.9715,20.9461,-0.04876061002783083,0.005462159373672337,0.8203910718959136,1.4822145066940464,0.001871975162085926,-0.05392820495132311,-0.11243154037196734,0.03436157415363472,0.024708126010022764,0.02547985951454228
8/12/1999,497.5,28873.1714,15.7688,10.9099,20.9461,-0.06559721817776942,-0.00236386371811792,0.8157849478446181,1.4738925440077817,-0.005614546780294383,-0.06338318366786277,-0.11521742656480627,0.03436157415363472,0.0246677496772127,0.025484726596186332
8/13/1999,497.5,28873.1714,15.7688,10.9305,20.9461,-0.04561290153585551,0.04928009499777364,0.8173253075111228,1.4766755380229935,0.0018881932923309197,-0.0904362876852538,-0.12372332408728692,0.03436157415363472,0.02340839034381314,0.02543268891326084
8/16/1999,497.5,28873.1714,15.7688,10.992,20.9461,0.007931777543441543,0.05494475264774645,0.821923954088309,1.4849839910295728,0.005626458076025909,-0.04456439542100177,-0.14676933585866414,0.03436157415363472,0.021759624267791596,0.025064918205908143
8/17/1999,497.5,28873.1714,15.7688,10.950999999999999,20.9461,0.07403811261168469,0.12633261737330947,0.8188581897035181,1.4794450223585198,-0.003729985443959416,-0.04642900680935558,-0.1526420452347239,0.03436157415363472,0.02176306703235054,0.02505611623423837
8/18/1999,497.5,28873.1714,15.7688,10.950999999999999,20.9461,0.10933273904190743,0.17892561564877374,0.8188581897035181,1.4794450223585198,0.0,-0.05903076129919238,-0.10744704261856841,0.03436157415363472,0.021482864568919936,0.024281194336174268
8/19/1999,497.5,28873.1714,15.7688,10.8279,20.9461,0.1128480251595596,0.23720695998931118,0.8096534190750364,1.462814606665676,-0.011240982558670343,-0.10051587070834622,-0.10555358219681643,0.0332163742690057,0.019790507416843253,0.02426618090352574
8/20/1999,497.5,28873.1714,15.7688,10.8689,20.9461,0.08760782116196686,0.2168931494786559,0.8127191834598273,1.4683535753367287,0.0037865144672559747,-0.10624213668396254,-0.07401001908396954,0.0332163742690057,0.01959459646024187,0.023989472825631616
8/23/1999,497.5,28873.1714,15.7688,11.0535,20.9461,0.138409409244459,0.18699019527065985,0.8265226006654952,1.493292444036152,0.016984239435453352,-0.04092770624370945,-0.09456171823163695,0.0332163742690057,0.016910962276113533,0.023524922980264797
8/24/1999,497.5,28873.1714,15.7688,10.9099,20.9461,0.19073813343811064,0.262368619233162,0.8157849478446181,1.4738925440077817,-0.012991360202650681,-0.056742923345610485,-0.1137511981933681,0.0332163742690057,0.01703149885478889,0.023537174970222424
8/25/1999,497.5,28873.1714,15.7688,10.7459,20.9461,0.17283869770690763,0.28922868712004624,0.8035218903054548,1.4517366693235705,-0.015032218443798762,-0.09027877720680988,-0.1496747748745786,0.0332163742690057,0.01630992185241992,0.023315341587257715
8/26/1999,497.5,28873.1714,15.7688,10.6844,20.9461,0.1408862786972771,0.24380138814735708,0.7989232437282686,1.4434282163169911,-0.005723113001237734,-0.08274239796706784,-0.15454128222577423,0.0332163742690057,0.016168198929420872,0.023317386944987913
8/27/1999,497.5,28873.1714,15.7688,10.5408,20.9461,0.1607276571378231,0.22395718627494166,0.7881855909073916,1.424028316288621,-0.013440155741080373,-0.051659919028339996,-0.16047022842397007,0.0332163742690057,0.013268363656789007,0.023353556806921603
8/30/1999,497.5,28873.1714,15.7688,10.3357,20.9461,0.1913252956499687,0.3237050185573662,0.7728492915093281,1.3963199632536711,-0.019457726168791933,-0.10000696609254456,-0.18542774953698238,0.016984239435453352,0.010970874408156693,0.02338874191887043
8/31/1999,497.5,28873.1714,15.7688,10.1512,20.9461,0.1278985789046787,0.24751947200586666,0.7590533517777694,1.3713946042339336,-0.01785075031202532,-0.09588699478081197,-0.1781136902785988,0.016984239435453352,0.010655317912681452,0.02327204811038494
9/1/1999,497.5,28873.1714,15.7688,10.0076,20.9461,0.045977612174294746,0.16386383352320832,0.7483156989568923,1.3519947042055633,-0.014146110804633905,-0.10128867136635089,-0.16981069467257315,0.016984239435453352,0.010829296760100146,0.023160289477235304
9/2/1999,497.5,28873.1714,15.7688,9.9974,20.9461,0.038313340603416846,0.12456768967128817,0.7475529965977493,1.3506167168776428,-0.00101922538870447,-0.0767000064647807,-0.1541533411171463,0.016984239435453352,0.009530653017942902,0.023060535099495804
9/3/1999,497.5,28873.1714,15.7688,10.0896,20.9461,0.06584409959540682,0.14816771072118984,0.7544472277264741,1.363072641547669,0.009222397823434036,-0.07169998803926791,-0.09300444076877434,0.016984239435453352,0.009815135835291089,0.02194124213561498
