,free_cash_flow_equity,gross_margin,market_cap,net_income_margin,pe,px,roa,Price Momentum 12M,Price Momentum 12M-1M,Price to 52W High,Price to 52W Low,Return 1D,Return 1M,Return 1Q,Max Daily Return over 1M,Realized Volatility 1M,Realized Volatility 3M
6/25/1999,222.9,42.4788,53806.5782,12.992,32.1544,17.0619,8.326,0.3676654482493269,0.3211972553546236,0.9853883071805208,1.6217611162861436,0.004332393470800611,0.03517127567921774,0.22008409490710967,0.01749342285394584,0.007595930175568545,0.01540596613466443
6/28/1999,222.9,42.4788,53806.5782,12.992,32.1544,16.7428,8.326,0.3420867000128254,0.33494452994741586,0.966959093035478,1.5914301465695873,-0.018702489171780523,0.005350162426367655,0.20359147993990234,0.01749342285394584,0.008522422077100944,0.015617788783154927
6/29/1999,222.9,42.4788,53806.5782,12.992,32.1544,16.840999999999998,8.326,0.3267315812693008,0.31197611394718594,0.9726305089835919,1.6007642149687278,0.005865207731084343,0.011246749971477676,0.20428769611418596,0.01749342285394584,0.008608161862626926,0.015619293428369336
6/30/1999,222.9,42.4788,53806.5782,12.992,32.1544,17.1356,8.326,0.3843481632883885,0.3572842358681865,0.9896447568279343,1.6287664201661503,0.017493022979633288,0.019939764056045695,0.2253543284564008,0.01749342285394584,0.00921079187081205,0.015718945067488443
7/1/1999,222.9,42.4788,53806.5782,12.992,32.1544,16.9392,8.326,0.3447544952963124,0.35708331679434746,0.9783019249317061,1.6100982833678688,-0.011461518709587115,-0.009084793354587783,0.19457549664670903,0.017493022979633288,0.008772133694452719,0.015767882210644894
7/2/1999,222.9,42.4788,53806.5782,12.992,32.1544,16.9883,8.326,0.3778579828865729,0.39640699136218016,0.9811376329057631,1.614765317567439,0.002898602059129063,-0.013283382703142221,0.20219232756119476,0.017493022979633288,0.008636532317008174,0.015746576500172277
7/5/1999,222.9,42.4788,53806.5782,12.992,32.1544,16.9883,8.326,0.3460557175456389,0.36223535750507097,0.9811376329057631,1.614765317567439,0.0,-0.011877272066307953,0.17970209367730283,0.017493022979633288,0.008635342882460326,0.015616459809357946
7/6/1999,222.9,42.4788,53806.5782,12.992,32.1544,17.0374,8.326,0.3818403017153982,0.3844843667626425,0.9839733408798202,1.6194323517670097,0.0028902244485913275,-0.0019097832454597619,0.15559504591885198,0.017493022979633288,0.008528988318401941,0.01538193811446846
7/7/1999,222.9,42.4788,53806.5782,12.992,32.1544,17.1847,8.326,0.36951705451067896,0.36428116034427793,0.9924804648019913,1.6334334543657205,0.008645685374528922,0.0038378409953852,0.18527433872469556,0.017493022979633288,0.008719068727463933,0.015206250905764067
7/8/1999,222.9,42.4788,53806.5782,12.992,32.1544,17.0865,8.326,0.3616911061523749,0.37989321007331855,0.9868090488538772,1.62409938596658,-0.005714385470796612,-0.013190951146122787,0.172556958550645,0.017493022979633288,0.008413176566713938,0.015241106503123585
7/9/1999,222.9,42.4788,53806.5782,12.992,32.1544,16.7673,8.326,0.3234590703511637,0.3550867056585605,0.9683740593361785,1.5937589110887211,-0.018681415152313363,-0.023339934762348635,0.14872058370157215,0.017493022979633288,0.009152847084197455,0.015475931175734496
7/12/1999,222.9,42.4788,53806.5782,12.992,32.1544,16.4727,8.326,0.32301279425583673,0.376253925419046,0.9513598114918365,1.565756705891299,-0.017569912866114312,-0.03868554354676812,0.08836296604626259,0.017493022979633288,0.009835959708037004,0.015027416557835363
7/13/1999,222.9,42.4788,53806.5782,12.992,32.1544,16.62,8.326,0.3559930486998948,0.41007775339202235,0.9598669354140076,1.5797578084900101,0.008942067784880603,-0.03835583148661392,0.057050181263117894,0.017493022979633288,0.009854567356210505,0.014281743800669978
7/14/1999,222.9,42.4788,53806.5782,12.992,32.1544,16.4482,8.326,0.31082244182339824,0.3636436085431942,0.9499448451911359,1.563427941372165,-0.010336943441636604,-0.038735316463093916,0.04775615504666053,0.017493022979633288,0.00987104246912265,0.014349576465305113
7/15/1999,222.9,42.4788,53806.5782,12.992,32.1544,16.35,8.326,0.33132481068316944,0.39728849442227854,0.9442734292430219,1.5540938729730245,-0.005970258143748186,-0.04720834960169218,-0.018236187754072652,0.017493022979633288,0.00984894439702219,0.012142496877045017
7/16/1999,222.9,42.4788,53806.5782,12.992,32.1544,16.4973,8.326,0.3540245734124541,0.412454140299904,0.9527805531651928,1.5680949755717353,0.009009174311926493,-0.041367408130534855,0.02528837070551382,0.017493022979633288,0.010096843533480886,0.011407459284622185
7/19/1999,222.9,42.4788,53806.5782,12.992,32.1544,16.35,8.326,0.3157259427357444,0.3868475689247257,0.9442734292430219,1.5540938729730245,-0.008928733792802346,-0.05128294398217437,0.025502715857345315,0.017493022979633288,0.010175629096615462,0.011404678205836034
7/20/1999,222.9,42.4788,53806.5782,12.992,32.1544,16.4482,8.326,0.34999466509081656,0.4023834732721052,0.9499448451911359,1.563427941372165,0.0060061162079509955,-0.03735697773095725,0.042873446614253075,0.017493022979633288,0.010235328535168186,0.0113341062890071
