,gross_margin,market_cap,net_income_margin,pe,px,roa,Price Momentum 12M,Price Momentum 12M-1M,Price to 52W High,Price to 52W Low,Return 1D,Return 1M,Return 1Q,Max Daily Return over 1M,Realized Volatility 1M,Realized Volatility 3M
10/5/2000,77.3517,14419.435,23.4508,23.8196,8.5499,2.4675,-0.007498984270706388,-0.03156306227871619,0.940169342423576,1.4413425715200863,0.0030384795870483927,0.024848368614101224,0.23165461407704036,0.03057057198838531,0.01683913610409986,0.019628534563952745
10/6/2000,77.3517,14419.435,23.4508,23.8196,8.7053,2.4675,0.030249594660165302,-0.015740203794217478,0.9572575324389707,1.4675399113268934,0.018175651177206875,0.046725263626197666,0.2633221106402739,0.03057057198838531,0.01719704661306661,0.01966439398538657
10/9/2000,77.3517,14419.435,23.4508,23.8196,8.6017,2.4675,0.020827893949823206,0.005459163086563468,0.9458654057620409,1.4500750181223554,-0.011900796066763975,0.015285285994192543,0.23911665562246087,0.03057057198838531,0.01703534356208323,0.01975919068773777
10/10/2000,77.3517,14419.435,23.4508,23.8196,8.6276,2.4675,0.0015206918567531869,0.01354692669336588,0.9487134374312733,1.45444124142349,0.003011032702837868,-0.01186549386109581,0.2382989106253497,0.023660530763257803,0.015636231781014746,0.019759326781478157
10/11/2000,77.3517,14419.435,23.4508,23.8196,8.7053,2.4675,-0.0057562502141461636,0.006087463024087247,0.9572575324389707,1.4675399113268934,0.009005980805786074,-0.011772051311158993,0.25866431473475693,0.023660530763257803,0.015639101661440828,0.019720973418288486
10/12/2000,77.3517,14419.435,23.4508,23.8196,8.8608,2.4675,0.03141696446239628,0.04950587249298688,0.9743567187156367,1.4937541091387245,0.017862681355036658,-0.01723564251014842,0.28588843095141336,0.023660530763257803,0.015249366456841872,0.019774989908861732
10/13/2000,77.3517,14419.435,23.4508,23.8196,9.0162,2.4675,0.035321406425831814,0.02342511999632535,0.9914449087310314,1.5199514489455317,0.017537919826652315,0.011623992998676114,0.33312633073101483,0.023660530763257803,0.015536878354117056,0.019628414106571766
10/16/2000,77.3517,14419.435,23.4508,23.8196,9.0681,2.4675,0.03567961442260481,0.038637687449318836,0.9971519683307676,1.5287007535528245,0.005756305317095922,-0.0028480316692324203,0.3208792169201189,0.023660530763257803,0.01492658858455726,0.019584451027225218
10/17/2000,77.3517,14419.435,23.4508,23.8196,9.1976,2.4675,0.05900910755201427,0.026194286766991537,1.0,1.5505318700584974,0.01428083060398544,0.031977200816821094,0.3347651941719394,0.023660530763257803,0.014505752760968153,0.019621843678944467
10/18/2000,77.3517,14419.435,23.4508,23.8196,9.0681,2.4675,0.04693128290385151,-0.0009351620947631867,0.985920240062625,1.5287007535528245,-0.01407975993737498,0.04791124978332473,0.3307651668574447,0.023660530763257803,0.013233958057853854,0.019664077254571033
10/19/2000,77.3517,14419.435,23.4508,23.8196,9.094,2.4675,0.049921492564884096,0.005045257227302091,0.9887361920501,1.533066976853959,0.002856166120797088,0.0446509597601461,0.32465186738915097,0.023660530763257803,0.01320813941963929,0.01966228387610333
10/20/2000,77.3517,14419.435,23.4508,23.8196,9.1199,2.4675,0.08232655289454316,0.03004913246777896,0.991552144037575,1.5374332001550937,0.0028480316692325314,0.050752356153651146,0.3186096612350533,0.023660530763257803,0.013155845327518297,0.01966031979675696
10/23/2000,77.3517,14419.435,23.4508,23.8196,9.1717,2.4675,0.10389360293675143,0.06023951375097769,0.997184048012525,1.5461656467573628,0.005679886840864512,0.04117379952321487,0.33596981879624765,0.023660530763257803,0.012868462773857645,0.019600769492823782
10/24/2000,77.3517,14419.435,23.4508,23.8196,9.1458,2.4675,0.10705207349843837,0.05059675115597839,0.99436809602505,1.5417994234562282,-0.0028239039654589515,0.05373643339401335,0.3371639106978377,0.023660530763257803,0.012347346880058615,0.019594853896668967
10/25/2000,77.3517,14419.435,23.4508,23.8196,8.9126,2.4675,0.07882441232720838,0.05059675115597839,0.9690136557362791,1.5024865557409937,-0.025498042817468147,0.026868216697006675,0.31285813189565004,0.023660530763257803,0.013782771930822451,0.019906373904404626
10/26/2000,77.3517,14419.435,23.4508,23.8196,8.809,2.4675,0.07856941706561527,0.06270125990229336,0.9577498477863791,1.4850216625364554,-0.011623992998676003,0.014931907735557859,0.3642769750189718,0.023660530763257803,0.014070280770398732,0.01881816129137425
10/27/2000,77.3517,14419.435,23.4508,23.8196,8.9126,2.4675,0.103987315900955,0.08473820465496518,0.9690136557362791,1.5024865557409937,0.011760699284822262,0.017745398072443352,0.3431693165548939,0.023660530763257803,0.014164340969024237,0.01861645502632024
10/30/2000,77.3517,14419.435,23.4508,23.8196,8.8867,2.4675,0.09123617029114506,0.1007772879649298,0.966197703748804,1.498120332439859,-0.002905998249668973,-0.008667618580161518,0.35488641561213585,0.018175651177206875,0.013185585136620754,0.018525476514954797
10/31/2000,77.3517,14419.435,23.4508,23.8196,8.8608,2.4675,0.09437178109600186,0.09117294700309997,0.963381751761329,1.4937541091387245,-0.002914467687668121,0.00293155553543345,0.28588843095141336,0.018175651177206875,0.012802951507298889,0.017605409178876447
11/1/2000,77.3517,14419.435,23.4508,23.8196,8.9644,2.4675,0.14032030325773093,0.10736137788915312,0.974645559711229,1.5112190023432628,0.011691946551101395,0.02976347742180052,0.34578372941406066,0.018175651177206875,0.01256038115974789,0.016961321725087294
11/2/2000,77.3517,14419.435,23.4508,23.8196,8.8349,2.4675,0.15142708197575927,0.11090838003388503,0.960565799773854,1.48938788583759,-0.014446030966935863,0.03647348662599725,0.2917087006740062,0.018175651177206875,0.01206125623178972,0.016896620439881802
11/3/2000,77.3517,14419.435,23.4508,23.8196,8.6535,2.4675,0.14178838617741363,0.12811885629840725,0.940843263460033,1.4588074647246245,-0.0205322074952744,0.012117100784804435,0.2465786971678814,0.018175651177206875,0.012998310564153556,0.01712293009003216
11/6/2000,77.3517,14419.435,23.4508,23.8196,8.7312,2.4675,0.1628885751578273,0.1594390133454089,0.949291119422458,1.471906134628028,0.008979025827699827,0.002975199016691077,0.21317215506461018,0.017862681355036658,0.012524772998060074,0.01660625107611374
11/7/2000,77.3517,14419.435,23.4508,23.8196,8.809,2.4675,0.19191946526669001,0.16387032176007343,0.9577498477863791,1.4850216625364554,0.0089105735752244,0.02409988723159384,0.1505407241000991,0.017862681355036658,0.012340046101829002,0.014705008271603428
11/8/2000,77.3517,14419.435,23.4508,23.8196,8.8608,2.4675,0.21049180327868844,0.17863387978142065,0.963381751761329,1.4937541091387245,0.005880349642411131,0.027029533126246008,0.15346463765474683,0.017862681355036658,0.01237684476734132,0.014711302602190217
11/9/2000,77.3517,14419.435,23.4508,23.8196,9.664,2.4675,0.34179359371311935,0.20868333726726163,1.0,1.6291576054889665,0.09064644275911893,0.11012831263712908,0.2622120056423385,0.09064644275911893,0.023089544984075647,0.018420506855013917
11/10/2000,77.3517,14419.435,23.4508,23.8196,9.3272,2.4675,0.29081900965983,0.22627252345761018,0.9651490066225166,1.5723798445691937,-0.03485099337748343,0.0526363308053448,0.23468752895701783,0.09064644275911893,0.02447172410526265,0.018936785386705093
11/13/2000,77.3517,14419.435,23.4508,23.8196,9.1458,2.4675,0.26571452295939557,0.24777879265963643,0.9463783112582781,1.5417994234562282,-0.019448494725105125,0.014374126572170187,0.21477526299011784,0.09064644275911893,0.024682129042617455,0.019138444797206257
11/14/2000,77.3517,14419.435,23.4508,23.8196,8.809,2.4675,0.22308151562695233,0.25905613484581314,0.9115273178807947,1.4850216625364554,-0.03682564674495403,-0.02857268887639086,0.17802027334242676,0.09064644275911893,0.02598324683154049,0.01975730848332317
11/15/2000,77.3517,14419.435,23.4508,23.8196,8.7572,2.4675,0.2527466239414051,0.3157473105973907,0.9061672185430463,1.4762892159341863,-0.005880349642411131,-0.047882056188571,0.15923381385436097,0.09064644275911893,0.025759291912150612,0.019763747109125568
11/16/2000,77.3517,14419.435,23.4508,23.8196,8.7831,2.4675,0.24804262877442262,0.28853996447602137,0.9088472682119205,1.4806554392353208,0.0029575663454071144,-0.03142885499718795,0.1548505009598442,0.09064644275911893,0.02562868775278814,0.01975643123846803
11/17/2000,77.3517,14419.435,23.4508,23.8196,8.7312,2.4675,0.24902723735408538,0.3009269855802241,0.903476821192053,1.471906134628028,-0.005909075383406792,-0.03989443589179675,0.14419006932340883,0.09064644275911893,0.02563042500709149,0.019784244449584515
11/20/2000,77.3517,14419.435,23.4508,23.8196,8.7831,2.4675,0.2522241231822071,0.3002423723980612,0.9088472682119205,1.4806554392353208,0.005944200109950559,-0.03693022949813052,0.15875089052481584,0.09064644275911893,0.025666373909867306,0.01975530935534552
11/21/2000,77.3517,14419.435,23.4508,23.8196,8.7831,2.4675,0.20764756837025122,0.26107879937851464,0.9088472682119205,1.4806554392353208,0.0,-0.042369462585998274,0.09950927618236882,0.09064644275911893,0.02561696279070513,0.018630691853676606
11/22/2000,77.3517,14419.435,23.4508,23.8196,8.809,2.4675,0.2191037670569349,0.26571452295939557,0.9115273178807947,1.4850216625364554,0.0029488449408523465,-0.03682564674495403,0.11702869606015631,0.09064644275911893,0.025635903270242465,0.018539010476214365
11/23/2000,77.3517,14419.435,23.4508,23.8196,8.809,2.4675,0.23751457510922558,0.2520686118876698,0.9115273178807947,1.4850216625364554,0.0,-0.011623992998676003,0.10628304469589445,0.09064644275911893,0.02503841228051994,0.018513562177495148
11/24/2000,77.3517,14419.435,23.4508,23.8196,8.8867,2.4675,0.27444428509967,0.2633013050337014,0.9195674668874172,1.498120332439859,0.008820524463616808,0.008820524463616808,0.11604104135531901,0.09064644275911893,0.024972145010444938,0.01853330106206207
11/27/2000,77.3517,14419.435,23.4508,23.8196,9.2494,2.4675,0.29938327971566236,0.2520686118876698,0.9570985099337749,1.5592643166607665,0.04081380039834803,0.03778919731615926,0.1541984351797545,0.09064644275911893,0.026380288925288126,0.01916416979521524
11/28/2000,77.3517,14419.435,23.4508,23.8196,9.5344,2.4675,0.3673311343754482,0.27444428509967,0.9865894039735099,1.6073096309782702,0.03081280947953391,0.07288419773369204,0.16745849047362493,0.09064644275911893,0.027077965105019985,0.019383729752748324
11/29/2000,77.3517,14419.435,23.4508,23.8196,9.5344,2.4675,0.41143728442214034,0.3117200337522761,0.9865894039735099,1.6073096309782702,0.0,0.07602022390754781,0.17479484462406658,0.09064644275911893,0.027049848710009927,0.01935349422802383
11/30/2000,77.3517,14419.435,23.4508,23.8196,9.4826,2.4675,0.38882216819473325,0.31292656492574467,0.9812293046357616,1.598577184376001,-0.005432958550092293,0.05780643434027932,0.16841223292836194,0.09064644275911893,0.02705924006839627,0.01937799536813075
12/1/2000,77.3517,14419.435,23.4508,23.8196,9.5603,2.4675,0.3903464122625868,0.2848520985427998,0.9892694536423842,1.6116758542794045,0.008193955244342188,0.08210619248661555,0.16698607228739193,0.09064644275911893,0.02677817877259482,0.019371672316651822
12/4/2000,77.3517,14419.435,23.4508,23.8196,9.7158,2.4675,0.42297665426638154,0.26739213216555835,1.0,1.6378900520912356,0.016265179962971832,0.12275957704974871,0.1646009637283341,0.09064644275911893,0.026285391095812148,0.01934620449307608
12/5/2000,77.3517,14419.435,23.4508,23.8196,9.7158,2.4675,0.42803809747780575,0.28332059497912865,1.0,1.6378900520912356,0.0,0.11276800439802104,0.1682277826541776,0.09064644275911893,0.026304949609386723,0.019335383919067427
12/6/2000,77.3517,14419.435,23.4508,23.8196,9.7893,2.4675,0.46491582491582495,0.3182192293303403,1.0,1.6502806857836445,0.007564997221021441,0.111283914178681,0.1554613913741414,0.09064644275911893,0.026297663009866933,0.019236999040206218
12/7/2000,77.3517,14419.435,23.4508,23.8196,9.763,2.4675,0.4401191863466729,0.3070375997521866,0.9973133931946103,1.645847030462415,-0.0026866068053896797,0.10181924882629123,0.11817390507604908,0.09064644275911893,0.026355526750973548,0.018907066310508935
12/8/2000,77.3517,14419.435,23.4508,23.8196,10.0517,2.4675,0.5151565396964171,0.4567160579430518,1.0,1.6945160909657953,0.029570828638738167,0.040117963576159044,0.1410716312861846,0.04081380039834803,0.018677337535019826,0.01920659509208575
12/11/2000,77.3517,14419.435,23.4508,23.8196,10.0517,2.4675,0.49336641459537356,0.38572850584617213,1.0,1.6945160909657953,0.0,0.07767604425765517,0.11484882766575732,0.04081380039834803,0.016676593745118158,0.019014585082775187
12/12/2000,77.3517,14419.435,23.4508,23.8196,9.9467,2.4675,0.4777667176751994,0.3587781723097949,0.9895540057900654,1.6768151856909255,-0.01044599420993464,0.08757025082551562,0.11602674864798157,0.04081380039834803,0.016159462285464218,0.019003172308998766
12/13/2000,77.3517,14419.435,23.4508,23.8196,9.9205,2.4675,0.48454919566030674,0.3182192293303403,0.9869474815205388,1.67239838837472,-0.0026340394301627157,0.1261777727324329,0.09088409940620212,0.04081380039834803,0.013295375539295284,0.018863674063873122
12/14/2000,77.3517,14419.435,23.4508,23.8196,9.9467,2.4675,0.5159417197549303,0.3346541896546469,0.9895540057900654,1.6768151856909255,0.0026409959175444087,0.1358310875622346,0.11602674864798157,0.04081380039834803,0.013050208021859118,0.01866200707337638
12/15/2000,77.3517,14419.435,23.4508,23.8196,9.9992,2.4675,0.5072428814760104,0.32393240982198024,0.9947770028950327,1.6856656383283604,0.0052781324459367784,0.13845908619963354,0.15550933148437052,0.04081380039834803,0.013031519281755076,0.01823918710759115
12/18/2000,77.3517,14419.435,23.4508,23.8196,10.1042,2.4675,0.5230701979168237,0.3161091934098068,1.0,1.7033665436032301,0.010500840067205308,0.15725215319772778,0.1606952086659852,0.04081380039834803,0.012753506915487855,0.01826213080021483
12/19/2000,77.3517,14419.435,23.4508,23.8196,10.2354,2.4675,0.5542091836734693,0.333682580174927,1.0,1.7254842461943054,0.012984699431919378,0.1653516412200704,0.1792750650966657,0.04081380039834803,0.012815236008249914,0.01829521384018825
12/20/2000,77.3517,14419.435,23.4508,23.8196,10.4979,2.4675,0.6423755065004146,0.3740984683740358,1.0,1.7697365093814799,0.025646286417726705,0.19523858318816822,0.19172437280054488,0.04081380039834803,0.013288999442046213,0.018459042810864718
12/21/2000,77.3517,14419.435,23.4508,23.8196,10.3667,2.4675,0.5683595818393623,0.33269792281275046,0.9875022623572334,1.7476188067904044,-0.012497737642766626,0.1768305142467932,0.19440283890591514,0.04081380039834803,0.014025198372264815,0.01842694311329869
12/22/2000,77.3517,14419.435,23.4508,23.8196,10.4191,2.4675,0.499409970066774,0.2677008979967763,0.9924937368426067,1.7564524014228158,0.005054646126539719,0.18277897604722448,0.20044012258911925,0.04081380039834803,0.013926298767237862,0.018424729609175284
12/25/2000,77.3517,14419.435,23.4508,23.8196,10.4191,2.4675,0.5099269607558983,0.2878528780940235,0.9924937368426067,1.7564524014228158,0.0,0.1724374627251961,0.20044012258911925,0.04081380039834803,0.014036588385770654,0.018424729609175284
12/26/2000,77.3517,14419.435,23.4508,23.8196,10.5241,2.4675,0.5413603210404525,0.35466768212308497,1.0,1.7741533066976856,0.01007764586192672,0.1378143447142519,0.2017654044671815,0.03081280947953391,0.011841566733984454,0.01843101224358257
12/27/2000,77.3517,14419.435,23.4508,23.8196,10.7866,2.4675,0.6083319665409219,0.4216231529664365,1.0,1.8184055698848598,0.02494275044896943,0.13133495552945118,0.20327071527374962,0.029570828638738167,0.011288714108818806,0.018454791686343563
12/28/2000,77.3517,14419.435,23.4508,23.8196,10.8128,2.4675,0.6006868884250418,0.41143728442214034,1.0,1.8228223672010655,0.0024289396102570304,0.13408289981540533,0.22387350168083398,0.029570828638738167,0.011236989632272444,0.018317888274965312
12/29/2000,77.3517,14419.435,23.4508,23.8196,10.4191,2.4675,0.5535360162225835,0.4138995333025184,0.9635894495412844,1.7564524014228158,-0.03641055045871555,0.0987598338008564,0.19686857431679572,0.029570828638738167,0.014408210524321773,0.01886006567792735
1/1/2001,77.3517,14419.435,23.4508,23.8196,10.4191,2.4675,0.5762870845247281,0.44636076188747187,0.9635894495412844,1.7564524014228158,0.0,0.08982981705595017,0.22232519943688422,0.029570828638738167,0.014416794613805848,0.018616139318167295
1/2/2001,77.3517,14419.435,23.4508,23.8196,10.6553,2.4675,0.6606870110033978,0.5142607774071881,0.9854339301568512,1.7962710092887608,0.022669904310353095,0.09669816175713786,0.2462484941344345,0.029570828638738167,0.014748636146099947,0.018774316577270498
1/3/2001,77.3517,14419.435,23.4508,23.8196,10.7341,2.4675,0.6729684236775662,0.5142607774071881,0.9927215892275821,1.809555117247425,0.007395380702561072,0.10480866217913087,0.23305342722249667,0.029570828638738167,0.014723863978139113,0.0186889144468974
1/4/2001,77.3517,14419.435,23.4508,23.8196,9.6056,2.4675,0.5436882282040982,0.5732101245480112,0.8883545427641315,1.6193125305551344,-0.10513224210693017,-0.018765386697720987,0.11670948765941636,0.029570828638738167,0.028126724558854364,0.023098950054904234
1/5/2001,77.3517,14419.435,23.4508,23.8196,9.7368,2.4675,0.500554802120577,0.5045925286647761,0.9004883101509323,1.6414302331462096,0.013658699092196303,-0.0026836013520433744,0.1285641429829849,0.029570828638738167,0.0282890426038976,0.02314522747128586
1/8/2001,77.3517,14419.435,23.4508,23.8196,9.972999999999999,2.4675,0.5602559489353713,0.5725684068899703,0.9223327907664989,1.6812488410121544,0.024258483279927523,-0.007829521374493997,0.14562393024938824,0.025646286417726705,0.028036577435841186,0.023296961975147846
1/9/2001,77.3517,14419.435,23.4508,23.8196,10.0255,2.4675,0.5566579715545616,0.560726041860754,0.927188147380882,1.6900992936495896,0.005264213376115601,-0.0026065242695266777,0.13144411339833884,0.025646286417726705,0.028059915206830193,0.02321629349408404
1/10/2001,77.3517,14419.435,23.4508,23.8196,10.2879,2.4675,0.603425703687541,0.5502478102303545,0.9514556821544837,1.7343346988317405,0.026173258191611426,0.03430283410578383,0.14104611698941927,0.026173258191611426,0.028495112594240014,0.02333332052938313
1/11/2001,77.3517,14419.435,23.4508,23.8196,9.8155,2.4675,0.5713096514959899,0.5881185265820355,0.9077667209233502,1.65469748309985,-0.045918020198485676,-0.010584143944357693,0.08242079377157285,0.026173258191611426,0.030353018540525065,0.02410768326491113
1/12/2001,77.3517,14419.435,23.4508,23.8196,9.7893,2.4675,0.6502806857836445,0.6768151856909255,0.9053436667653153,1.6369245690015553,-0.0026692476185624647,-0.0158243437521991,0.06433199965208325,0.026173258191611426,0.03035162634676414,0.02405781798917638
1/15/2001,77.3517,14419.435,23.4508,23.8196,9.7893,2.4675,0.5918078636703634,0.6259390549286157,0.9053436667653153,1.6369245690015553,0.0,-0.020991679334346647,0.07953154464551582,0.026173258191611426,0.030324969356406203,0.0239781087651301
1/16/2001,77.3517,14419.435,23.4508,23.8196,9.868,2.4675,0.6046050278057824,0.643012780903444,0.9126220775377332,1.650084443924218,0.00803938994616571,-0.023376417727281718,0.08511106223883891,0.026173258191611426,0.030284846212437225,0.023991718101854777
1/17/2001,77.3517,14419.435,23.4508,23.8196,10.1042,2.4675,0.6301566558572513,0.6513237500605007,0.9344665581532999,1.6895807902613582,0.023935954600729614,-0.012818258201926613,0.10792881500893658,0.026173258191611426,0.030624084776688223,0.024156176572288506
1/18/2001,77.3517,14419.435,23.4508,23.8196,9.8942,2.4675,0.6411557855626326,0.7412917993630572,0.915045131695768,1.6544654950420548,-0.02078343659072468,-0.057506739443126675,0.07877492722178014,0.026173258191611426,0.03034355614150529,0.024319261258227937
1/19/2001,77.3517,14419.435,23.4508,23.8196,10.0255,2.4675,0.6431474743501491,0.6990690661159733,0.927188147380882,1.6764209153386953,0.01327040084089659,-0.03291307744991179,0.09618622755800477,0.026173258191611426,0.030433884829391755,0.024357619644041702
1/22/2001,77.3517,14419.435,23.4508,23.8196,9.972999999999999,2.4675,0.5485063039562759,0.6177721880628533,0.9223327907664989,1.6676420915338694,-0.0052366465512941884,-0.04281559827624282,0.11897762717949867,0.026173258191611426,0.030412156033221602,0.024124630159043516
1/23/2001,77.3517,14419.435,23.4508,23.8196,10.078,2.4675,0.5766829894084702,0.6300474037453654,0.9320435039952649,1.6851997391435212,0.01052842675223098,-0.032737952414316096,0.14405721421273698,0.026173258191611426,0.03052677616725092,0.024083128868529306
1/24/2001,77.3517,14419.435,23.4508,23.8196,9.9992,2.4675,0.552574374262468,0.6340755232594248,0.924755844924534,1.6720231426517065,-0.007819011708672274,-0.04987599889776806,0.12191728564055393,0.026173258191611426,0.030448268835720417,0.024087082637277133
1/25/2001,77.3517,14419.435,23.4508,23.8196,10.0517,2.4675,0.5548835194752963,0.6685641803050459,0.929611201538917,1.6808019664565323,0.005250420033602765,-0.06813082899152645,0.13109478209008985,0.026173258191611426,0.02987578550175923,0.024081568407992446
1/26/2001,77.3517,14419.435,23.4508,23.8196,9.972999999999999,2.4675,0.5485063039562759,0.6789019315570459,0.9223327907664989,1.6676420915338694,-0.007829521374493997,-0.07766720923350112,0.1255191404839291,0.026173258191611426,0.02986800240089383,0.02410650655970915
1/29/2001,77.3517,14419.435,23.4508,23.8196,10.1493,2.4675,0.6247458658171516,0.6679366705620569,0.9386375406925127,1.6971222179489325,0.01767772987065097,-0.025894750986169668,0.1321783945383963,0.026173258191611426,0.029203576722250327,0.024156391995485138
1/30/2001,77.3517,14419.435,23.4508,23.8196,10.3047,2.4675,0.6625042350321864,0.6809609086362391,0.9530093962710863,1.723107536411217,0.015311400786261142,-0.010979835110518144,0.16636294694903175,0.026173258191611426,0.02941549819315667,0.024115289458243417
1/31/2001,77.3517,14419.435,23.4508,23.8196,10.1619,2.4675,0.6589232075225282,0.7394704192242392,0.9398028262799645,1.6992291356620906,-0.013857754228653096,-0.04630559439903159,0.1743109724388976,0.026173258191611426,0.02908024034643138,0.02402591489513063
2/1/2001,77.3517,14419.435,23.4508,23.8196,10.1158,2.4675,0.6579473563444456,0.7592847543186809,0.9355393607576207,1.6915204922829958,-0.004536553203633109,-0.057601475670992386,0.15858072200842965,0.026173258191611426,0.02900740125248957,0.02403057113881988
2/2/2001,77.3517,14419.435,23.4508,23.8196,10.1074,2.4675,0.6565706231356738,0.5743272035926181,0.9347625036993193,1.6901158804742238,-0.0008303841515253652,0.052240359790122426,0.14739470995572712,0.026173258191611426,0.01696943505002843,0.024020826208044174
2/5/2001,77.3517,14419.435,23.4508,23.8196,10.2375,2.4675,0.6712648556876062,0.5895259239911192,0.9467945398046761,1.7118706419410399,0.012871757326315514,0.05142346561498656,0.15536971830985924,0.026173258191611426,0.016944565242068547,0.024052952252268597
2/6/2001,77.3517,14419.435,23.4508,23.8196,10.078,2.4675,0.6452265900483216,0.6280854120412691,0.9320435039952649,1.6851997391435212,-0.015579975579975702,0.01052842675223098,0.042839403973509826,0.026173258191611426,0.016617044212393604,0.021351697969181682
2/7/2001,77.3517,14419.435,23.4508,23.8196,10.2417,2.4675,0.671950502807888,0.6366560010447955,0.9471829683338266,1.712572947845426,0.016243302242508584,0.02156500922647253,0.09804657346256107,0.026173258191611426,0.016939670219454063,0.020938311202782247
2/8/2001,77.3517,14419.435,23.4508,23.8196,10.1619,2.4675,0.6394656599390156,0.6597938144329898,0.9398028262799645,1.6992291356620906,-0.0077916752101702125,-0.012247397428046702,0.11110017713048603,0.023935954600729614,0.01602841299863417,0.020799378720624654
2/9/2001,77.3517,14419.435,23.4508,23.8196,10.3929,2.4675,0.6966337991380434,0.6023736450306907,0.9611663953832494,1.7378559604033241,0.022731969415168418,0.05882532728847223,0.17980474514700884,0.023935954600729614,0.013010824458704998,0.02036000456715717
2/12/2001,77.3517,14419.435,23.4508,23.8196,10.3089,2.4675,0.7099422770700634,0.6237559713375795,0.9533978248002368,1.723809842315603,-0.008082440897150933,0.053078361067696145,0.17719133969762035,0.023935954600729614,0.013177283079294319,0.02037709808777374
2/13/2001,77.3517,14419.435,23.4508,23.8196,10.4937,2.4675,0.7476101655397529,0.630300103254172,0.9704886800828648,1.75471130210859,0.017926257893664754,0.07195611535043356,0.19476039211667873,0.023935954600729614,0.013578480669300712,0.02046599303232573
2/14/2001,77.3517,14419.435,23.4508,23.8196,10.2627,2.4675,0.6753787384092986,0.610944234034217,0.9491251109795799,1.7160844773673563,-0.022013207924754807,0.0399979732468585,0.17540544255085222,0.023935954600729614,0.014609783981825017,0.02067905061688961
2/15/2001,77.3517,14419.435,23.4508,23.8196,10.2417,2.4675,0.7125729478454259,0.6895807902613582,0.9471829683338266,1.711170888190871,-0.002046245140167824,0.013608202529641122,0.16606892782730487,0.022731969415168418,0.013730328666725862,0.02068387051717854
2/16/2001,77.3517,14419.435,23.4508,23.8196,10.015,2.4675,0.6611929405520169,0.6411557855626326,0.9262170760580054,1.6732941255095906,-0.02213499711961875,0.01220917305087843,0.14025799546857054,0.022731969415168418,0.013838969052417332,0.02091645862990228
2/19/2001,77.3517,14419.435,23.4508,23.8196,10.015,2.4675,0.578781429810042,0.5804366674548751,0.9262170760580054,1.6732941255095906,0.0,-0.0010473293102587489,0.13690543762061536,0.022731969415168418,0.013534424697245287,0.020918300069510728
2/20/2001,77.3517,14419.435,23.4508,23.8196,10.036,2.4675,0.5701121732192307,0.5602559489353713,0.9281592187037585,1.676802780191138,0.00209685471792298,0.006317056051338588,0.13928936315132256,0.022731969415168418,0.013486066217954683,0.020916312821130233
2/21/2001,77.3517,14419.435,23.4508,23.8196,10.12,2.4675,0.6200553892455216,0.6133318392111033,0.9359277892867712,1.6908373989173293,0.008369868473495412,0.004167493550307544,0.1387804246795774,0.022731969415168418,0.013412928892247133,0.020914121782396138
2/22/2001,77.3517,14419.435,23.4508,23.8196,10.078,2.4675,0.5016017283766667,0.48986068688072715,0.9320435039952649,1.6838200895542337,-0.004150197628458474,0.007880630450435966,0.08958418924470779,0.022731969415168418,0.013325722768096565,0.020337420617517955
2/23/2001,77.3517,14419.435,23.4508,23.8196,10.078,2.4675,0.49047562707051595,0.48658601514434463,0.9320435039952649,1.6838200895542337,0.0,0.002616472835440753,0.05701459976506129,0.022731969415168418,0.013280496629521273,0.01999044816491591
2/26/2001,77.3517,14419.435,23.4508,23.8196,10.3635,2.4675,0.521448705150038,0.4641200305361439,0.9584473956791951,1.7315210853438483,0.02832903353840055,0.03915572044520221,0.08695880181238458,0.02832903353840055,0.014476420991677227,0.02028215661081588
2/27/2001,77.3517,14419.435,23.4508,23.8196,10.3089,2.4675,0.4914928093984199,0.4684018634798459,0.9533978248002368,1.7223985831718238,-0.005268490374873425,0.01572522242913288,0.08713854849935676,0.02832903353840055,0.014089180453538715,0.020281255982204826
2/28/2001,77.3517,14419.435,23.4508,23.8196,10.3887,2.4675,0.5195489051735485,0.5072622756593093,0.9607779668540989,1.7357314709617055,0.007740884090446265,0.00815162013450177,0.0866500005229962,0.02832903353840055,0.013794083125070569,0.020278937399681247
3/1/2001,77.3517,14419.435,23.4508,23.8196,10.4223,2.4675,0.5413955276857549,0.5028839327969712,0.963885395087304,1.741345318452182,0.0032342834040832713,0.025625129158917126,0.07271660594083862,0.02832903353840055,0.013404736212964561,0.02019248250242261
3/2/2001,77.3517,14419.435,23.4508,23.8196,10.3299,2.4675,0.49995643840390325,0.46886797932276236,0.95533996744599,1.7259072378533717,-0.008865605480556038,0.021164910338282716,0.06320632372012613,0.02832903353840055,0.013531523397506316,0.020232700089004976
3/5/2001,77.3517,14419.435,23.4508,23.8196,10.2879,2.4675,0.47774314483115243,0.451816314511843,0.9514556821544837,1.718889928490276,-0.004065867046147531,0.017858202900844944,0.05093316171738538,0.02832903353840055,0.013572777011417413,0.02022657827239916
3/6/2001,77.3517,14419.435,23.4508,23.8196,10.2879,2.4675,0.49385781495033987,0.48653946680606386,0.9514556821544837,1.718889928490276,0.0,0.004923076923076808,0.05376421182013735,0.02832903353840055,0.013294348863836696,0.02022151800509275
3/7/2001,77.3517,14419.435,23.4508,23.8196,10.5005,2.4675,0.541561453990252,0.47953491103411805,0.9711175643681563,1.754410880171089,0.02066505312065625,0.04192300059535636,0.044649163823034854,0.02832903353840055,0.013478702831070737,0.020049245025876312
