,free_cash_flow_equity,gross_margin,market_cap,net_income_margin,pe,px,roa,Price Momentum 12M,Price Momentum 12M-1M,Price to 52W High,Price to 52W Low,Return 1D,Return 1M,Return 1Q,Max Daily Return over 1M,Realized Volatility 1M,Realized Volatility 3M
6/25/1999,87.0,62.3997,12309.0007,10.7221,15.0563,8.8978,2.8978,-0.026860905133757607,0.046667541614716646,0.8651660265448005,1.1174210076857387,0.002218943242360494,-0.07025004963375514,0.07524984592331219,0.0178589571362453,0.014013676035068739,0.016486962799038028
6/28/1999,87.0,62.3997,12309.0007,10.7221,15.0563,8.9769,2.8978,-0.010079066638730594,0.06405831302449183,0.8728572123097866,1.127354699351987,0.008889837937467782,-0.06967416987936825,0.10301652638692627,0.0178589571362453,0.014040235503253078,0.016354838689080525
6/29/1999,87.0,62.3997,12309.0007,10.7221,15.0563,8.9572,2.8978,-0.012251469404408799,0.06405831302449183,0.8709417083961302,1.1248806952328327,-0.002194521494056967,-0.07171578991004435,0.09274124679760876,0.0178589571362453,0.014022300751793738,0.016346675722849518
6/30/1999,87.0,62.3997,12309.0007,10.7221,15.0563,8.7397,2.8978,-0.030215268530847883,0.03560807811806477,0.8497933783849482,1.0975661827497865,-0.02428214174072263,-0.06356009386150085,0.06620714895693514,0.0178589571362453,0.013233807835123379,0.016666716092821856
7/1/1999,87.0,62.3997,12309.0007,10.7221,15.0563,8.8188,2.8978,-0.0234752181423572,0.04220002657571875,0.8574845641499343,1.1074998744160345,0.009050653912605844,-0.0630159691454435,0.0459721036151437,0.0178589571362453,0.013259866697361058,0.01632678021249248
7/2/1999,87.0,62.3997,12309.0007,10.7221,15.0563,8.8781,2.8978,0.0018393554356901376,0.059852400189577715,0.863250522631144,1.1149470035665847,0.006724270875856142,-0.05473690935031206,0.07286921003975788,0.0178589571362453,0.013428888392517104,0.016152804773812375
7/5/1999,87.0,62.3997,12309.0007,10.7221,15.0563,8.8781,2.8978,0.0018393554356901376,0.07323568575233019,0.863250522631144,1.1149470035665847,0.0,-0.06652437229255159,0.09612939070312976,0.0178589571362453,0.01298890150599927,0.015895981185940218
7/6/1999,87.0,62.3997,12309.0007,10.7221,15.0563,8.6803,2.8978,-0.024619637278917583,0.053149650538238724,0.8440176965336187,1.0901064952026926,-0.022279541793852164,-0.07384447953565787,0.04896617563533989,0.0178589571362453,0.013428846005675192,0.01596422211804656
7/7/1999,87.0,62.3997,12309.0007,10.7221,15.0563,8.6408,2.8978,-0.018704218954062823,0.06213162228152869,0.8401769653361856,1.0851459285678406,-0.004550533967720094,-0.07610717875243245,0.04173799821570645,0.0178589571362453,0.013426247192999521,0.01597766317937731
7/8/1999,87.0,62.3997,12309.0007,10.7221,15.0563,8.5815,2.8978,0.00015151161977589034,0.08772522785016679,0.8344110068549759,1.0776987994172904,-0.006862790482362824,-0.08051088086232583,0.02973469167356635,0.0178589571362453,0.01343856021319053,0.015998190459924327
7/9/1999,87.0,62.3997,12309.0007,10.7221,15.0563,8.6606,2.8978,-0.0037042149825141646,0.04178170439904294,0.8421021926199622,1.0876324910835387,0.009217502767581376,-0.0436616607773852,0.06160823731306708,0.0178589571362453,0.012345220830749928,0.01579019101538663
7/12/1999,87.0,62.3997,12309.0007,10.7221,15.0563,8.621,2.8978,-0.006121672565453373,0.041756493469063294,0.838251738052409,1.0826593660521426,-0.0045724314712606295,-0.0459590761705565,0.08265936605214264,0.0178589571362453,0.012357507603671769,0.015481205479468919
7/13/1999,87.0,62.3997,12309.0007,10.7221,15.0563,8.621,2.8978,0.006961478262900833,0.05777092531595307,0.838251738052409,1.0826593660521426,0.0,-0.048034452296819796,0.07475004363328108,0.0178589571362453,0.01232830467963505,0.015463111802183084
7/14/1999,87.0,62.3997,12309.0007,10.7221,15.0563,8.7594,2.8978,0.018653331782765292,0.06464705198278864,0.8517088822986046,1.1000401868689405,0.016053822062405576,-0.043200908802936144,0.06861046724411346,0.0178589571362453,0.012649574012622745,0.015354612959162349
7/15/1999,87.0,62.3997,12309.0007,10.7221,15.0563,8.7397,2.8978,0.01636236771717625,0.07843935341318753,0.8497933783849482,1.0975661827497865,-0.0022490124894399832,-0.05756186984417977,0.03899330694152181,0.0178589571362453,0.012175606647267176,0.015021544849450817
7/16/1999,87.0,62.3997,12309.0007,10.7221,15.0563,8.6606,2.8978,0.022804842043106177,0.09286093888396829,0.8421021926199622,1.0876324910835387,-0.00905065391260551,-0.06410339536190535,-0.0005539271124240797,0.0178589571362453,0.012251440391707485,0.014588061984963853
7/19/1999,87.0,62.3997,12309.0007,10.7221,15.0563,8.6013,2.8978,-0.0019030599812013271,0.04857444561774038,0.8363362341387526,1.0801853619329884,-0.006847100662771721,-0.048139172006241515,-0.007397234980497158,0.0178589571362453,0.01137043043783991,0.014614272755897379
7/20/1999,87.0,62.3997,12309.0007,10.7221,15.0563,8.7199,2.8978,0.039023402125732964,0.055514513130928034,0.8478681511011718,1.0950796202340887,0.01378861334914494,-0.01562376528227749,0.03424186355441705,0.0178589571362453,0.0111522611147683,0.014298666197431866
7/21/1999,87.0,62.3997,12309.0007,10.7221,15.0563,8.8781,2.8978,0.03927375740406891,0.055474913960620986,0.863250522631144,1.1149470035665847,0.018142409890021582,-0.015349636777019948,0.06532512569446935,0.018142409890021582,0.011175980244760202,0.014379462689773763
7/22/1999,87.0,62.3997,12309.0007,10.7221,15.0563,8.9967,2.8978,0.08905701488923845,0.08427551143929302,0.8747824395935633,1.129841261867685,0.013358714139286576,0.004409860224177331,0.06459743456240852,0.018142409890021582,0.011491967528611912,0.014369667008481773
7/23/1999,87.0,62.3997,12309.0007,10.7221,15.0563,8.9769,2.8978,0.0991539224449316,0.08705660515972635,0.8728572123097866,1.127354699351987,-0.0022008069625529814,0.01112850722564529,0.05495164114557016,0.018142409890021582,0.011319136621751897,0.01435596611623241
7/26/1999,87.0,62.3997,12309.0007,10.7221,15.0563,8.9572,2.8978,0.10435468757705779,0.09703111900182493,0.8709417083961302,1.1248806952328327,-0.002194521494056967,0.006675807502978248,0.03834739868311221,0.018142409890021582,0.01132831631755657,0.014266791304259016
7/27/1999,87.0,62.3997,12309.0007,10.7221,15.0563,8.9769,2.8978,0.07444733030915995,0.07444733030915995,0.8728572123097866,1.127354699351987,0.002199348010539115,0.0,0.01312552197368122,0.018142409890021582,0.011169941319266697,0.013861213124069058
7/28/1999,87.0,62.3997,12309.0007,10.7221,15.0563,8.8781,2.8978,0.0578737905724227,0.06729898479576768,0.863250522631144,1.1149470035665847,-0.011006026579331474,-0.008830884651453652,0.004184999604121442,0.018142409890021582,0.011421517569751459,0.013931070861121731
7/29/1999,87.0,62.3997,12309.0007,10.7221,15.0563,8.7001,2.8978,0.04838165473694356,0.05315354397127203,0.8459429238173952,1.0925930577183907,-0.020049334880210767,-0.004531047976474967,-0.02241673783091358,0.018142409890021582,0.011008108901659971,0.014135394445190673
7/30/1999,87.0,62.3997,12309.0007,10.7221,15.0563,8.6803,2.8978,0.015655531504124687,0.031860995729245944,0.8440176965336187,1.0901064952026926,-0.002275835909932078,-0.015705084592007812,-0.026784913445151992,0.018142409890021582,0.010810032319636448,0.014134065630168094
8/2/1999,87.0,62.3997,12309.0007,10.7221,15.0563,8.799,2.8978,0.029544257883344027,0.03879950857075998,0.8555593368661578,1.1050133119003365,0.013674642581477547,-0.008909563983284796,-0.03459398966459304,0.018142409890021582,0.01114969876746747,0.013962999660775906
8/3/1999,87.0,62.3997,12309.0007,10.7221,15.0563,8.799,2.8978,0.024974955152249345,0.034189129371199556,0.8555593368661578,1.1050133119003365,0.0,-0.008909563983284796,-0.015628670835803993,0.018142409890021582,0.01114969876746747,0.013753935318626712
8/4/1999,87.0,62.3997,12309.0007,10.7221,15.0563,8.7397,2.8978,0.002512101677028422,-0.004301543967514698,0.8497933783849482,1.0975661827497865,-0.0067394022047960744,0.006843081460317979,-0.0286200151158138,0.018142409890021582,0.010087761752270108,0.013751369753343115
8/5/1999,87.0,62.3997,12309.0007,10.7221,15.0563,8.7199,2.8978,-0.019034547929486445,-0.027933086589193357,0.8478681511011718,1.0950796202340887,-0.002265523988237428,0.009154244977316983,-0.028715595308375197,0.018142409890021582,0.010044227072708854,0.01375158258148515
8/6/1999,87.0,62.3997,12309.0007,10.7221,15.0563,8.7397,2.8978,0.006901080670061344,-0.011325145740685327,0.8497933783849482,1.0975661827497865,0.0022706682416080426,0.018435005535162752,-0.0328231687748306,0.018142409890021582,0.00990709667389441,0.013727588370060037
8/9/1999,87.0,62.3997,12309.0007,10.7221,15.0563,8.7792,2.8978,0.009242654159194341,-0.004391410309467991,0.8536341095823813,1.1025267493846385,0.004519605936130544,0.01369420132554322,-0.04720974148596735,0.018142409890021582,0.009762274034771893,0.013500080940683274
8/10/1999,87.0,62.3997,12309.0007,10.7221,15.0563,8.6013,2.8978,-0.017656665791066617,-0.015406754302812908,0.8363362341387526,1.0801853619329884,-0.020263805358119114,-0.002285117735761566,-0.09750697752502457,0.018142409890021582,0.010737281596197875,0.012957647957528216
8/11/1999,87.0,62.3997,12309.0007,10.7221,15.0563,8.5815,2.8978,-0.04077663391569708,-0.036361400802566446,0.8344110068549759,1.0776987994172904,-0.0023019776080359655,-0.004581835053938055,-0.09204888112997933,0.018142409890021582,0.01074844739209068,0.01292921583357457
8/12/1999,87.0,62.3997,12309.0007,10.7221,15.0563,8.4815,2.8978,-0.04992606864414362,-0.0187964871404247,0.8246876367348924,1.0651404028733613,-0.011652974421721085,-0.03172591730027163,-0.11557993305456782,0.018142409890021582,0.010351391928803258,0.012825377300448066
8/13/1999,87.0,62.3997,12309.0007,10.7221,15.0563,8.5617,2.8978,-0.04501801389802895,-0.02516368665856139,0.8324857795711994,1.0752122369015924,0.009455874550492238,-0.020366831813448893,-0.10721696785159385,0.018142409890021582,0.010619732698669618,0.012902667918268699
8/16/1999,87.0,62.3997,12309.0007,10.7221,15.0563,8.5417,2.8978,-0.03495610715052366,-0.021522748584921647,0.8305411055471827,1.0727005575928066,-0.002335984675940428,-0.013728840957901278,-0.1183944348113285,0.018142409890021582,0.010462792308042668,0.012810550336904822
8/17/1999,87.0,62.3997,12309.0007,10.7221,15.0563,8.6219,2.8978,-0.04237288135593209,-0.04466090588000082,0.8383392483834897,1.0827723916210379,0.009389231651778962,0.002394986804320265,-0.10093953013065826,0.018142409890021582,0.010577798736289114,0.012843871145663615
8/18/1999,87.0,62.3997,12309.0007,10.7221,15.0563,8.5417,2.8978,-0.026575801433634583,-0.0062678776966118566,0.8305411055471827,1.0727005575928066,-0.009301894014080325,-0.020436014174474493,-0.12375745016977668,0.018142409890021582,0.010287205673254429,0.012667456915196182
8/19/1999,87.0,62.3997,12309.0007,10.7221,15.0563,8.5617,2.8978,-0.026415738003184086,0.009563338639981822,0.8324857795711994,1.0752122369015924,0.00234145427725152,-0.03563825593313885,-0.14426642412369695,0.013674642581477547,0.009358196748525668,0.01215041568633709
