Date,ILMN UW Equity,EIX UN Equity,GPS UN Equity,ES UN Equity,NLOK UW Equity,AET UN Equity,MCO UN Equity,RMD UN Equity,LYB UN Equity,AXP UN Equity,VZ UN Equity,AVGO UW Equity,BA UN Equity,CAT UN Equity,JPM UN Equity,CVX UN Equity,KO UN Equity,ABBV UN Equity,DIS UN Equity,EXR UN Equity,FLT UN Equity,XOM UN Equity,PSX UN Equity,GE UN Equity,HPQ UN Equity,HD UN Equity,IBM UN Equity,CXO UN Equity,JNJ UN Equity,MCD UN Equity,MRK UN Equity,MMM UN Equity,AWK UN Equity,BAC UN Equity,BKR UN Equity,BHF UW Equity,PFE UN Equity,PG UN Equity,T UN Equity,TRV UN Equity,UTX UN Equity,ADI UW Equity,WMT UN Equity,CSCO UW Equity,INTC UW Equity,GM UN Equity,MSFT UW Equity,DG UN Equity,CI UN Equity,KMI UN Equity,C UN Equity,AIG UN Equity,HON UN Equity,MO UN Equity,HCA UN Equity,UAA UN Equity,IP UN Equity,HPE UN Equity,ABT UN Equity,AFL UN Equity,APD UN Equity,RCL UN Equity,AEP UN Equity,HES UN Equity,APC UN Equity,AON UN Equity,APA UN Equity,ADM UN Equity,ADP UW Equity,VRSK UW Equity,AZO UN Equity,AVY UN Equity,MSCI UN Equity,BLL UN Equity,BK UN Equity,BAX UN Equity,BDX UN Equity,BRK/B UN Equity,BBY UN Equity,HRB UN Equity,BSX UN Equity,BMY UN Equity,FBHS UN Equity,BF/B UN Equity,COG UN Equity,AMD UR Equity,CPB UN Equity,KSU UN Equity,HLT UN Equity,QRVO UW Equity,CCL UN Equity,CTL UN Equity,UDR UN Equity,CLX UN Equity,CMS UN Equity,CL UN Equity,IPGP UW Equity,CMA UN Equity,CA UW Equity,CAG UN Equity,ED UN Equity,SLG UN Equity,GLW UN Equity,CMI UN Equity,DHR UN Equity,TGT UN Equity,DE UN Equity,D UN Equity,CBOE UW Equity,DOV UN Equity,DUK UN Equity,ETN UN Equity,ECL UN Equity,PKI UN Equity,EMR UN Equity,EOG UN Equity,ETR UN Equity,EFX UN Equity,IQV UN Equity,EQT UN Equity,XL UN Equity,IT UN Equity,FDX UN Equity,M UN Equity,FMC UN Equity,F UN Equity,NEE UN Equity,BEN UN Equity,FCX UN Equity,GD UN Equity,GIS UN Equity,GPC UN Equity,GWW UN Equity,HAL UN Equity,HOG UN Equity,LHX UN Equity,PEAK UN Equity,HP UN Equity,SYF UN Equity,FTV UN Equity,HSY UN Equity,HRL UN Equity,AJG UN Equity,MDLZ UW Equity,CNP UN Equity,HUM UN Equity,WLTW UW Equity,ITW UN Equity,IR UN Equity,FL UN Equity,IPG UN Equity,IFF UN Equity,J UN Equity,HBI UN Equity,K UN Equity,PRGO UN Equity,BR UN Equity,KMB UN Equity,KIM UN Equity,ORCL UN Equity,KSS UN Equity,KR UN Equity,LEG UN Equity,LEN UN Equity,JEF UN Equity,LLY UN Equity,LB UN Equity,CHTR UW Equity,LNC UN Equity,L UN Equity,LOW UN Equity,XRX UN Equity,HST UN Equity,MMC UN Equity,MAS UN Equity,MAT UW Equity,SPGI UN Equity,MDT UN Equity,CVS UN Equity,DD UN Equity,MU UW Equity,MSI UN Equity,MYL UW Equity,LH UN Equity,NWL UN Equity,NEM UN Equity,TFCFA UW Equity,NKE UN Equity,NI UN Equity,NBL UN Equity,NSC UN Equity,PFG UW Equity,NOC UN Equity,WFC UN Equity,NUE UN Equity,PVH UN Equity,OXY UN Equity,OMC UN Equity,OKE UN Equity,RJF UN Equity,PCG UN Equity,PH UN Equity,PPL UN Equity,EXC UN Equity,COP UN Equity,PHM UN Equity,PNW UN Equity,PNC UN Equity,PPG UN Equity,PX UN Equity,PGR UN Equity,PEG UN Equity,RTN UN Equity,RHI UN Equity,SCG UN Equity,SLB UN Equity,SCHW UN Equity,SHW UN Equity,SJM UN Equity,AME UN Equity,SNA UN Equity,SO UN Equity,TFC UN Equity,LUV UN Equity,SWK UN Equity,PSA UN Equity,STI UN Equity,SYY UN Equity,ANDV UN Equity,TXN UW Equity,TXT UN Equity,TMO UN Equity,TIF UN Equity,TJX UN Equity,GL UN Equity,TSS UN Equity,ULTA UW Equity,JCI UN Equity,UNP UN Equity,UNH UN Equity,UNM UN Equity,MRO UN Equity,VAR UN Equity,VTR UN Equity,VFC UN Equity,VNO UN Equity,VMC UN Equity,WY UN Equity,WHR UN Equity,WMB UN Equity,WEC UN Equity,ADBE UW Equity,AES UN Equity,AMGN UW Equity,AAPL UW Equity,ADSK UW Equity,CTAS UW Equity,CMCSA UW Equity,TAP UN Equity,MAR UW Equity,KLAC UW Equity,MKC UN Equity,JWN UN Equity,PCAR UW Equity,COST UW Equity,SYK UN Equity,TSN UN Equity,AMAT UW Equity,AAL UW Equity,CAH UN Equity,CELG UW Equity,CERN UW Equity,CINF UW Equity,DHI UN Equity,FLS UN Equity,EA UW Equity,ESRX UW Equity,EXPD UW Equity,FAST UW Equity,XEL UW Equity,MTB UN Equity,FISV UW Equity,FITB UW Equity,GILD UW Equity,HAS UW Equity,HBAN UW Equity,WELL UN Equity,BIIB UW Equity,NTRS UW Equity,PKG UN Equity,PAYX UW Equity,PBCT UW Equity,QCOM UW Equity,ROP UN Equity,ROST UW Equity,IDXX UW Equity,SBUX UW Equity,KEY UN Equity,STT UN Equity,NCLH UN Equity,AOS UN Equity,USB UN Equity,TROW UW Equity,WM UN Equity,VIAC UN Equity,AGN UN Equity,STZ UN Equity,XLNX UW Equity,XRAY UW Equity,ZION UW Equity,ALK UN Equity,IVZ UN Equity,INTU UW Equity,MS UN Equity,MCHP UW Equity,HOLX UW Equity,CB UN Equity,CFG UN Equity,ORLY UW Equity,ALL UN Equity,FLIR UW Equity,EQR UN Equity,BWA UN Equity,NFX UN Equity,INCY UW Equity,SPG UN Equity,TWTR UN Equity,EMN UN Equity,AVB UN Equity,PRU UN Equity,UPS UN Equity,AIV UN Equity,WBA UW Equity,MCK UN Equity,LMT UN Equity,ABC UN Equity,COF UN Equity,WAT UN Equity,DLTR UW Equity,DRI UN Equity,NTAP UW Equity,DXC UN Equity,CTXS UW Equity,GT UW Equity,DVA UN Equity,HIG UN Equity,IRM UN Equity,EL UN Equity,CDNS UW Equity,SRCL UW Equity,UHS UN Equity,ETFC UW Equity,SWKS UW Equity,NOV UN Equity,DGX UN Equity,ATVI UW Equity,ROK UN Equity,KHC UW Equity,AMT UN Equity,HFC UN Equity,REGN UW Equity,AMZN UW Equity,RL UN Equity,BXP UN Equity,APH UN Equity,ARNC UN Equity,PXD UN Equity,VLO UN Equity,SNPS UW Equity,LLL UN Equity,WU UN Equity,CHRW UW Equity,TDG UN Equity,ACN UN Equity,YUM UN Equity,PLD UN Equity,FE UN Equity,VRSN UW Equity,PWR UN Equity,HSIC UW Equity,AEE UN Equity,ANSS UW Equity,NVDA UW Equity,SEE UN Equity,CTSH UW Equity,SIVB UW Equity,ISRG UW Equity,AMG UN Equity,TTWO UW Equity,RSG UN Equity,EBAY UW Equity,GS UN Equity,SBAC UW Equity,SRE UN Equity,BKNG UW Equity,FFIV UW Equity,AKAM UW Equity,DVN UN Equity,GOOGL UW Equity,RHT UN Equity,ALLE UN Equity,NFLX UW Equity,A UN Equity,ANTM UN Equity,CME UW Equity,JNPR UN Equity,BLK UN Equity,DTE UN Equity,NDAQ UW Equity,PM UN Equity,CRM UN Equity,HII UN Equity,MET UN Equity,UA UN Equity,TPR UN Equity,FLR UN Equity,CSX UW Equity,EW UN Equity,AMP UN Equity,COL UN Equity,FTI UN Equity,ZBH UN Equity,CBRE UN Equity,MA UN Equity,KMX UN Equity,ICE UN Equity,FIS UN Equity,CMG UN Equity,WYNN UW Equity,AIZ UN Equity,NRG UN Equity,MNST UW Equity,RF UN Equity,MOS UN Equity,EXPE UW Equity,EVRG UN Equity,DISCA UW Equity,CF UN Equity,VIAB UW Equity,GOOG UW Equity,TEL UN Equity,COO UN Equity,DFS UN Equity,TRIP UW Equity,V UN Equity,MAA UN Equity,XYL UN Equity,MPC UN Equity,TSCO UW Equity,MTD UN Equity,CPRT UW Equity,ALB UN Equity,ESS UN Equity,GGP UN Equity,O UN Equity,STX UW Equity,WRK UN Equity,INFO UW Equity,WDC UW Equity,PEP UW Equity,NKTR UW Equity,CHD UN Equity,DRE UN Equity,FRT UN Equity,MGM UN Equity,TFCF UW Equity,LNT UN Equity,JBHT UW Equity,LRCX UW Equity,MHK UN Equity,PNR UN Equity,VRTX UW Equity,FB UW Equity,URI UN Equity,ARE UN Equity,ABMD UW Equity,UAL UN Equity,DAL UN Equity,NWS UW Equity,CNC UN Equity,REG UN Equity,MAC UN Equity,MLM UN Equity,EVHC UN Equity,PYPL UW Equity,COTY UN Equity,DISH UW Equity,ALXN UW Equity,RE UN Equity,NWSA UW Equity,GPN UN Equity,CCI UN Equity,APTV UN Equity,AAP UN Equity,CPRI UN Equity,ALGN UW Equity,ADS UN Equity,LKQ UW Equity,NLSN UN Equity,GRMN UW Equity,XEC UN Equity,ZTS UN Equity,DLR UN Equity,EQIX UW Equity,DISCK UW Equity
1/30/1998,#N/A,163.8568,36.6694,157.5469,5.1478,#N/A,#N/A,0.7891,#N/A,297.0859,141.0566,#N/A,52.9144,183.1161,#N/A,34.7299,53.0023,#N/A,#N/A,#N/A,#N/A,21.6202,#N/A,379.5331,27.71,18.173,135.8801,#N/A,14.8879,69.6565,16.2996,39.9873,#N/A,#N/A,#N/A,#N/A,37.615,61.9327,132.9427,25.5813,32.5605,31.6828,52.9084,0,3.9907,#N/A,0,4.2263,27.1684,#N/A,#N/A,139.793,52.5992,94.5241,#N/A,#N/A,86.6981,#N/A,54.4011,15.2518,90.4408,127.4419,125.3221,33.54,87.5584,38.1536,87.821,67.3271,14.613,#N/A,17.9366,53.4759,#N/A,112.7132,146.8011,106.1092,55.3238,7.103,59.0006,80.3493,51.5548,25.239,#N/A,19.566,187.7724,36.2473,#N/A,126.1666,#N/A,#N/A,29.8165,197.6892,107.7514,123.927,180.8106,111.282,#N/A,379.4403,84.6915,177.4812,76.1539,61.3096,67.5854,44.339,21.6219,104.6325,182.7376,140.9258,#N/A,41.0163,79.3908,66.4413,55.8759,49.0365,42.8384,57.8647,130.5721,100.8266,#N/A,85.4877,5.6287,0,48.6399,85.1408,163.7674,535.6138,64.7012,29.8711,284.6103,19.0601,481.629,12.9635,12.2036,30.239,44.8352,61.7105,97.4697,1.8721,#N/A,#N/A,150.877,25.7491,9.361,#N/A,144.4105,59.2272,#N/A,41.0698,139.8413,41.4634,67.0989,1.5596,15.9308,#N/A,200.02,#N/A,#N/A,57.534,71.0855,11.7888,32.6997,#N/A,39.7104,120.1148,#N/A,53.1401,30.2744,#N/A,22.5419,48.9883,44.457,193.4614,#N/A,46.1579,62.3561,37.4048,47.7067,5.8109,30.5477,#N/A,28.0705,25.8137,6.7486,109.4603,38.9827,70.9624,#N/A,18.2234,137.3203,79.3328,136.2577,#N/A,106.4049,#N/A,7.8137,112.9815,115.8656,38.6207,50.7053,281.5498,116.2901,42.5849,96.3561,#N/A,55.0595,102.3136,112.9672,325.1906,65.6503,121.5968,36.3266,113.8955,96.518,1.9477,86.8098,28.7322,153.0286,63.1058,0,104.2862,19.6121,106.5184,281.4637,37.3033,68.1968,3.3007,236.2097,125.0033,39.7388,22.9456,96.6316,70.6457,40.7875,20.9935,57.1547,0.2142,#N/A,68.7311,103.5623,0.3774,26.113,78.9321,17.0012,#N/A,28.5142,64.1048,9.1773,100.3145,95.4403,139.9187,102.5869,0,202.6995,12.1068,78.4566,0,20.5509,204.0996,23.4194,#N/A,1.9753,101.1908,46.4139,162.6385,35.3365,12.0405,102.0583,21.9124,70.8977,27.2972,3.6437,12.8605,7.1866,143.5016,37.1361,0,0,1.2623,9.8287,83.1021,148.0339,45.1094,186.7506,1.0033,6.6385,304.7663,53.0022,9.6605,372.4094,#N/A,0,219.1154,8.2403,51.4138,0,1.35,4.7784,408.0679,452.381,#N/A,26.6602,#N/A,0,105.1257,#N/A,0.5741,119.4997,42.7895,30.2649,234.4577,90.4902,#N/A,5.5666,1629.2411,1.9908,0,0,#N/A,12.5089,10.3667,44.5677,74.3888,47.3264,44.3841,0.8051,225.5582,#N/A,97.7752,60.7966,#N/A,43.1083,67.7389,1.4421,97.2605,229.8686,1537.8349,506.7455,444.2686,25.8478,35.091,0,#N/A,0.0041,37.0019,122.4877,23.6969,310.7592,30.6552,0.3291,14.4961,52.8138,222.1122,#N/A,22.6531,95.0428,#N/A,10.8478,#N/A,#N/A,89.4369,4.0282,273.5196,0.0913,483.2537,#N/A,#N/A,125.8686,47.6496,2.6675,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,149.1705,#N/A,#N/A,34.8659,81.1792,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,69.7112,#N/A,#N/A,#N/A,#N/A,117.3255,#N/A,#N/A,#N/A,47.4925,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,114.1123,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,20.133,117.4298,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,32.5702,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,47.9517,117.6526,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,54.958,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,31.0824,1370.61,5.5727,17.7434,64.7004,167.6518,30.6013,#N/A,137.896,#N/A,0,71.3091,5.3402,22.0251,53.6583,113.7946,6.2058,#N/A,98.7004,100.6882,55.8849,79.1683,52.2156,3.0489,#N/A,#N/A,42.4265,0,#N/A,#N/A,#N/A,#N/A,51.9835,354.5164,55.5511,#N/A,#N/A,#N/A,1272.8764,0.5523,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/27/1998,#N/A,163.8568,36.6694,157.5469,5.1478,#N/A,#N/A,0.7891,#N/A,297.0859,141.0566,#N/A,52.9144,183.1161,#N/A,34.7299,53.0023,#N/A,#N/A,#N/A,#N/A,21.6202,#N/A,379.5331,27.71,18.173,135.8801,#N/A,14.8879,69.6565,16.2996,39.9873,#N/A,#N/A,#N/A,#N/A,37.615,61.9327,132.9427,25.5813,32.5605,31.6828,52.9084,0,3.9907,#N/A,0,4.2263,27.1684,#N/A,#N/A,139.793,52.5992,94.5241,,#N/A,86.6981,#N/A,54.4011,15.2518,90.4408,127.4419,125.3221,33.54,87.5584,38.1536,87.821,67.3271,14.613,#N/A,22.5744,53.4759,#N/A,112.7132,146.8011,106.1092,55.3238,7.103,87.9865,80.3493,51.5548,25.239,#N/A,19.566,187.7724,36.2473,#N/A,126.1666,#N/A,#N/A,33.7397,197.6892,107.7514,123.927,180.8106,111.282,#N/A,379.4403,84.6915,154.2867,76.1539,61.3096,67.5854,44.339,21.6219,104.6325,182.7376,140.9258,#N/A,41.0163,79.3908,66.4413,55.8759,49.0365,42.8384,57.8647,130.5721,100.8266,#N/A,85.4877,3.756,0,46.9216,85.1408,163.7674,535.6138,64.7012,29.8711,284.6103,19.0601,425.7215,12.9635,12.2036,30.239,44.8352,61.7105,97.4697,1.8721,#N/A,#N/A,150.877,25.7491,9.361,#N/A,144.4105,59.2272,#N/A,41.0698,139.8413,41.4634,67.0989,1.5596,15.9308,#N/A,200.02,#N/A,#N/A,57.534,71.0855,12.3362,32.6997,#N/A,39.7104,145.7543,#N/A,53.1401,30.2744,#N/A,22.5419,48.9883,44.457,193.4614,#N/A,46.1579,62.3561,37.4048,47.7067,5.8109,30.5477,#N/A,28.144,25.8137,6.7486,109.4603,38.9827,70.9624,#N/A,30.1325,137.3203,79.3328,136.2577,#N/A,106.4049,#N/A,7.8137,112.9815,115.8656,38.6207,41.7402,281.5498,116.2901,42.5849,96.3561,#N/A,55.0595,102.3136,112.9672,325.1906,65.6503,121.5968,36.3266,113.8955,96.518,1.9477,86.8098,28.7322,153.0286,63.1058,0,104.2862,19.6121,106.5184,281.4637,37.3033,68.1968,3.3007,236.2097,125.0033,39.7388,22.9456,96.6316,70.6457,40.7875,20.9935,57.1547,0.2142,#N/A,68.7311,103.5623,0.3774,26.113,78.9321,17.0012,#N/A,28.5142,64.1048,9.1773,100.3145,95.4403,139.9187,102.5869,0,202.6995,12.1068,78.4566,0,24.476,204.0996,23.4194,#N/A,1.9753,121.885,46.4139,162.6385,33.1847,12.0405,102.0583,21.9124,70.8977,27.2972,3.6437,12.8605,7.1866,143.5016,37.1361,0,0,1.2623,9.8287,83.1021,148.0339,45.1094,186.7506,1.0033,6.6385,304.7663,53.0022,9.6605,372.4094,#N/A,0,219.1154,8.2403,51.4138,0,1.35,4.7784,408.0679,452.381,#N/A,26.6602,#N/A,0,105.1257,#N/A,0.5741,102.426,42.7895,30.2649,234.4577,90.4902,#N/A,5.5666,1821.6646,1.9908,0,0,#N/A,12.5089,10.3667,44.5677,74.3888,47.3264,44.3841,0.8051,225.5582,#N/A,97.7752,60.7966,#N/A,43.1083,67.7389,0,97.2605,229.8686,1537.8349,506.7455,444.2686,25.8478,32.4975,0,#N/A,0.0041,37.0019,122.4877,23.6969,310.7592,30.6552,0.3291,14.4961,52.8138,222.1122,#N/A,22.6531,95.0428,#N/A,10.8478,#N/A,#N/A,89.4369,4.0282,273.5196,0.0913,483.2537,#N/A,#N/A,125.8686,47.6496,2.6675,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,149.1705,#N/A,#N/A,34.8659,81.1792,0,#N/A,#N/A,#N/A,0,#N/A,#N/A,69.7112,#N/A,#N/A,#N/A,#N/A,117.3255,#N/A,#N/A,#N/A,47.4925,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,114.1123,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,20.133,117.4298,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7.7153,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,47.9517,117.6526,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,54.958,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,31.0824,1370.61,5.5727,17.7434,64.7004,167.6518,30.6013,#N/A,137.896,#N/A,0,71.3091,5.3402,22.0251,53.6583,113.7946,6.2058,#N/A,98.7004,100.6882,55.8849,79.1683,52.2156,3.0489,#N/A,#N/A,42.4265,0,#N/A,#N/A,#N/A,#N/A,51.9835,354.5164,55.5511,#N/A,#N/A,#N/A,1272.8764,0.5523,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/31/1998,#N/A,168.1268,36.6694,157.8733,5.1478,#N/A,#N/A,0.7432,#N/A,278.9496,144.9523,#N/A,52.5754,210.561,#N/A,40.4474,12.3707,#N/A,#N/A,#N/A,#N/A,22.4711,#N/A,383.9692,27.71,18.173,146.8116,#N/A,13.2292,70.8255,17.4153,45.518,#N/A,379.6223,#N/A,#N/A,39.6141,62.062,126.1615,17.8792,33.3404,31.6828,52.9084,0,3.7341,#N/A,0,4.2263,20.7688,#N/A,696.597,161.1028,42.947,99.9934,,#N/A,86.5492,#N/A,47.2646,14.8011,94.8591,124.4566,123.1437,68.1932,97.5422,34.6546,73.9475,67.0896,12.6096,#N/A,22.5744,63.3908,#N/A,120.8762,145.9588,115.5531,53.6651,7.2166,87.9865,80.3493,53.9252,26.8476,#N/A,19.566,110.3559,39.0032,#N/A,110.8317,#N/A,#N/A,33.7397,192.5055,107.7514,123.3926,163.6974,130.4055,#N/A,355.0892,64.4095,154.2867,70.4874,146.6813,74.5021,85.3825,55.0746,104.6325,182.7376,133.8731,#N/A,43.4579,82.8349,84.1684,56.0491,32.8441,44.0228,61.5052,135.8109,133.0382,#N/A,85.4877,3.756,0,46.9216,85.1408,201.1006,548.1669,64.148,29.7298,304.0913,18.3602,425.7215,12.9635,12.219,22.9902,50.4373,61.7105,103.3917,3.4208,#N/A,#N/A,137.4636,25.7491,0,#N/A,155.5807,53.3375,#N/A,39.774,118.1006,41.4634,56.7279,1.5958,14.616,#N/A,200.9689,14.9425,#N/A,53.0516,87.4029,12.3362,32.6997,#N/A,45.9226,145.7543,#N/A,51.6251,30.2744,#N/A,29.5116,48.9883,44.457,243.1097,#N/A,47.505,47.7318,37.8057,47.7654,5.8109,37.7283,#N/A,28.144,30.465,4.6604,103.5995,24.9739,68.1975,#N/A,30.1325,131.5486,84.1507,132.295,#N/A,105.4667,170.3014,7.8137,112.9815,181.6588,89.9072,41.7402,349.186,128.8891,45.3979,100.3122,#N/A,54.6768,92.4385,108.1781,299.4134,65.0334,127.6934,33.7083,99.0598,103.4457,1.206,107.2354,26.6486,164.139,69.9966,0,173.5593,19.6121,106.5993,281.4637,30.5198,63.6741,3.1427,251.1168,60.9094,43.5285,21.9675,96.6316,70.6457,40.7875,20.9935,31.4996,0.1936,#N/A,62.9192,115.6689,0.3868,27.8919,58.7847,17.0012,209.3193,28.5142,92.7764,9.0788,76.2338,81.5296,140.7832,100.8245,0,261.265,12.7592,70.317,0,24.476,221.7361,23.9209,28.0565,1.6185,121.885,46.4139,159.3077,33.1847,11.1516,116.2291,21.9124,67.5469,23.6561,2.0713,12.8605,6.6692,183.9116,37.1176,0,0,0.6068,6.4008,89.5131,201.3152,52.1293,229.2999,0.8102,6.2386,313.5049,64.3028,7.9203,310.4804,#N/A,0,185.3066,3.6036,51.4138,0,0.8474,2.992,444.0052,543.8132,#N/A,27.7135,#N/A,0,130.856,#N/A,0.509,102.426,45.4401,32.5967,189.8022,65.7928,#N/A,5.5666,1821.6646,7.9416,0.5858,0,#N/A,66.5376,10.3206,51.0724,65.0835,50.007,56.5249,0.4136,234.2266,#N/A,101.473,75.3626,#N/A,41.8094,61.6571,0,52.1451,224.6321,669.8436,464.3487,417.8429,24.7571,32.4975,0,#N/A,0.0216,45.8827,220.0163,22.7425,310.7592,39.882,0.3291,14.4961,71.312,225.0026,#N/A,19.3472,91.9472,#N/A,22.745,#N/A,#N/A,89.4369,3.5648,390.3062,0.0577,119.6099,#N/A,#N/A,140.1487,49.928,2.0459,388.7826,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,148.1192,0,8.5545,33.7892,83.8376,0,#N/A,58.2262,0,0,#N/A,70.5294,69.7112,22.9911,#N/A,#N/A,#N/A,107.7914,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,119.9465,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,20.133,117.4298,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7.7153,#N/A,#N/A,#N/A,#N/A,#N/A,131.0371,35.6426,112.0045,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,54.958,#N/A,#N/A,#N/A,127.5612,#N/A,#N/A,48.2066,997.4116,5.5727,17.3699,63.9079,180.5378,32.2204,#N/A,134.6373,#N/A,105.4123,72.327,5.44,27.3632,58.0453,119.4281,50.6635,#N/A,98.7004,118.9755,61.4452,66.5583,58.1187,3.2583,#N/A,6.8881,115.3985,0,#N/A,#N/A,#N/A,#N/A,68.7389,247.6532,61.3267,68.1402,#N/A,#N/A,2299.5054,0.5523,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
